portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino,expected_return
optimized,1.0,5.818547475000964,0.19256334943490994,0.1884558367435461,0.14999999650842646,0.3703439092262506,-0.15474510564679778,-0.22665955624016754,1.0990389372061424,1.9371783150908455,0.18845583674354605
provided,1.0,5.780388395605645,0.19177892720665946,0.1939994224800825,0.18726705894232754,0.44105091736775415,-0.14800589863836988,-0.24622284535502914,0.9099273702619544,1.5490337206322207,0.19399942248008253
benchmark,1.0,4.0103130216584155,0.14899417571878937,0.15137787420142867,0.15332020591488557,0.3122386595289426,-0.1817536129512295,-0.2392718402314563,0.8334053130111466,1.3125233944877501,0.15137787420142867
