date,asset_QQQ,asset_SPMO,asset_GDX,asset_GLD,asset_SLV,asset_AIA,asset_XLE,asset_PTF,asset_QLD,optimized,provided,benchmark
2016-08-31,0.010500538437299367,0.0,-0.16672111096343578,-0.03256316550912575,-0.08423777963726464,0.02352705943074329,0.01677101224774158,0.008468365931854294,0.0191291057610814,-0.006167830112780331,-0.014191323451543874,0.0011977130833220606
2016-09-30,0.022135296621091705,0.00496036087394125,0.03687704217271537,0.006892135107908315,0.02708811897205954,0.03748146138834896,0.03688170400157276,0.026426236604645936,0.041270672446112266,0.012014538871748654,0.02924377723965403,5.801345450673345e-05
2016-10-31,-0.014572233418979508,-0.018621539992099145,-0.072266185009347,-0.02944919584699579,-0.06758249439690167,-0.02135746531056626,-0.028183102262036686,-0.051251271748661065,-0.030621369384522645,-0.022710885020167767,-0.0343798178728395,-0.017337106186479323
2016-11-30,0.004359528965081072,-0.006249702693011727,-0.15048967417615922,-0.08356570639157301,-0.0771950217411902,-0.013461133904891787,0.08466909873430395,0.02282515840981425,0.0057216423755512835,-0.025070746145514494,-0.008985659265071524,0.036838199409328976
2016-12-31,0.011322251609524603,0.03328543019062913,0.007224376218880613,-0.019149882681417818,-0.03512134074674045,-0.026923055835567533,0.01730775054301792,-0.007622087552785706,0.02141712383454686,0.013178555820420842,0.0027405047224755225,0.02027201400499523
2017-01-31,0.0514011799460643,0.00913095071902692,0.14388135017379766,0.05419215772584596,0.10059560149742652,0.07720583648426471,-0.032129973071237994,0.04584170424730161,0.10276348159222604,0.03663821928852407,0.05726292432414474,0.017894493780572285
2017-02-28,0.04375054955334323,0.03984266898871791,-0.04513164034140282,0.031847686784806095,0.04449799854546033,0.020076314673052043,-0.02085001997931779,0.041197591140433865,0.08760668462676424,0.041474728067179716,0.025435384410726136,0.039292009623759894
2017-03-31,0.020268882956518075,-0.0187870719124148,-0.0017505609036503333,-0.00427746474772539,-0.006908510848333105,0.03345786552116947,-0.014859898437055041,0.027145248865876992,0.03862640479027912,-0.0035511189688027874,0.010676022653096567,0.0012497668722837307
2017-04-30,0.02727017390548503,0.026118043250104472,-0.025427415887694038,0.01726748147982482,-0.055072507996489994,0.023614683582749985,-0.029470588187932245,0.01254188490537067,0.053235398617978325,0.025193372095397487,0.005715189379246612,0.009926084957396775
2017-05-31,0.038973298720740734,0.01854948383666888,0.0206927795182823,-0.0012419798017191397,0.005521482012297296,0.043348756368980945,-0.0353774291240615,0.052422013316345994,0.07621481360144378,0.019926187275584956,0.02633041605938989,0.014112778328928322
2017-06-30,-0.02317997562541707,0.015336094781586374,-0.0268840937773418,-0.02155534773928114,-0.04148867460794037,0.022837799227402034,-0.0011167446682214255,-0.03488849482783796,-0.05143275383197976,-0.007714533739731726,-0.015313629167557675,0.006375088999591938
2017-07-31,0.040613523769430504,0.023263594498024398,0.03532603301244008,0.02313170169958645,0.012094180771606844,0.052999798850854374,0.026186181294325372,0.064242151938815,0.08203264755269579,0.03136607011121028,0.04169646255302127,0.02055406411900873
2017-08-31,0.020735833421757777,0.010642579216788794,0.08136487875881881,0.04198757511241591,0.04716981245244378,0.013787219712410481,-0.05478843249877374,-0.0036834257717736074,0.035743024640115584,0.02255901345484744,0.015120671696036403,0.002918015191892165
2017-09-30,-0.002952329858540992,0.012117415185707747,-0.07119746371878022,-0.03369891808976022,-0.0546546467424146,0.005571208417945117,0.10182310101596048,0.039464482261048595,-0.006190023272867662,-0.0036446889264000084,0.007472656814647026,0.02014925087264463
2017-10-31,0.04606394396392344,0.0777960500001531,-0.020905906795100182,-0.007484813689786707,0.0031766322402755343,0.05393518345365522,-0.008323583319577388,0.06147487232478199,0.09124880195304264,0.04766465606276008,0.037333573785211675,0.023564058349295536
2017-11-30,0.019717528570832643,0.0261347777857579,-0.00044491335478014093,0.003563440057186007,-0.017732725373504787,0.014687694977134402,0.017523074078491074,-0.0018623424179000647,0.03710058601561084,0.01943180812608447,0.013094659338028726,0.03056581334160513
2017-12-31,0.0060312367704649095,0.010118073533966987,0.04261281226398084,0.021057003170010358,0.030947745657830428,0.018219712743575478,0.05269415602996341,-0.01679096159518212,0.008943103547638165,0.01358742777253762,0.019426405010947247,0.01212765002291083
2018-01-31,0.08757030697089219,0.07294365743812081,0.021944934141743477,0.03234937283169237,0.02251410978765689,0.08706830745805028,0.03584271987627319,0.07741937171701929,0.17837164688256557,0.07236504736553626,0.07327008749103756,0.056359467369389904
2018-02-28,-0.012927849838066496,-0.005010762745779829,-0.1010527971839913,-0.020759902030566435,-0.05443427049282734,-0.06630448339829875,-0.10834981173003144,0.013913209753886546,-0.034255124681016436,-0.01570592127043231,-0.046867688771835676,-0.03636048404191494
