asset_QQQ,asset_SPMO,asset_GDX,asset_GLD,asset_SLV,asset_AIA,asset_XLE,asset_PTF,asset_QLD,optimized,provided,benchmark,year,month
0.010500895444444103,0.0,-0.16672117972070388,-0.03256316550912575,-0.08423777963726464,0.023526760665169677,0.016770927265389535,0.008468294178202829,0.019129200785624967,-0.006448813213344668,-0.014191314160941373,0.0011977957851416754,2016,8
0.02213543394664419,0.004960045479830644,0.03687712772971152,0.006892135107908315,0.02708811897205954,0.0374819664337116,0.03688162350354118,0.02642623848490233,0.04127057535707768,0.011173515570914536,0.02924383588227493,5.826067573311278e-05,2016,9
-0.014572504200442982,-0.018620996620676622,-0.07226634416826216,-0.02944919584699579,-0.06758249439690167,-0.02135736876626959,-0.02818270376715981,-0.051251136662812,-0.03062145892985446,-0.021315298820070504,-0.034379754797953695,-0.01733735053134433,2016,10
0.004359528965081072,-0.006250180882527601,-0.15048927110194465,-0.08356570639157301,-0.0771950217411902,-0.013461227892859529,0.08466874588435758,0.0228251567421196,0.005721735278039208,-0.022740034957526613,-0.008985724678809443,0.036838621770857616,2016,11
0.011322182199809072,0.033285679576892546,0.007224071108996588,-0.019149882681417818,-0.03512134074674045,-0.026922955293347317,0.017308057749094496,-0.007622229875120845,0.021417307531396368,0.01147570807140328,0.002740550567866313,0.02027160307115361,2016,12
0.05140125210650748,0.009131106437649139,0.14388145042340916,0.05419215772584596,0.10059560149742652,0.0772056197178308,-0.032129665147263675,0.04584177952914947,0.10276346311072238,0.031088089464842844,0.05726298370672224,0.01789489154039492,2017,1
0.04375054955334323,0.03984227706659915,-0.04513172402593335,0.031847686784806095,0.04449799854546033,0.02007622126921249,-0.020850629963663714,0.041197591140433865,0.08760658879646277,0.035648154013519937,0.025435221758803236,0.03929137438664898,2017,2
0.020268945497619262,-0.018786853498647726,-0.0017505609036503333,-0.00427746474772539,-0.006908510848333105,0.03345805171585603,-0.014859740978141911,0.027145182762267517,0.03862670179277816,-0.004732629426943422,0.010676131640622423,0.0012499171080391225,2017,3
0.027269804442006107,0.02611796763089469,-0.025427415887694038,0.01726748147982482,-0.055072507996489994,0.023614681490462308,-0.029470988391234076,0.012542014425797499,0.05323509065842069,0.021226089456846408,0.005715029736378341,0.009926236117166587,2017,4
0.03897348936294387,0.018549411509202862,0.020692685176310066,-0.0012419798017191397,0.005521482012297296,0.043348839173947384,-0.035377026063007744,0.052421946424957566,0.07621487691555151,0.015149990665419775,0.026330510043061653,0.014113000633419581,2017,5
-0.023179518823624123,0.015336314057891265,-0.026883911403500105,-0.02155534773928114,-0.04148867460794037,0.022837629516409663,-0.0011167445721784741,-0.03488855522136458,-0.051432874649140814,-0.005868219148532593,-0.015313541205495607,0.006374868391334276,2017,6
0.040612921482884534,0.023263521580763946,0.03532593467420031,0.02313170169958645,0.012094180771606844,0.052999798850854374,0.026186006842100484,0.0642420933821406,0.0820328489639306,0.027586893243408985,0.04169631308778437,0.020554136726402605,2017,7
0.020736177115533216,0.010642648856238113,0.08136487875881881,0.04198757511241591,0.04716981245244378,0.013787219712410481,-0.054788353193858996,-0.003683191007557318,0.03574276979816671,0.019544036248061454,0.015120757286700377,0.0029178015490842757,2017,8
-0.0029524402385200377,0.012117552162955736,-0.07119746371878022,-0.03369891808976022,-0.0546546467424146,0.00557105646070144,0.10182327854606399,0.03946447760292049,-0.006190143455620634,-0.0012393903146099752,0.007472639788216883,0.02014939560751383,2017,9
0.046063721894632925,0.07779535329953147,-0.020905998137527915,-0.007484813689786707,0.0031766322402755343,0.05393534271946154,-0.00832350141648075,0.06147452468771464,0.09124875817512734,0.04057342407905272,0.037333447600885805,0.023563849738422737,2017,10
0.01971753275667476,0.02613586318122807,-0.0004447268106734237,0.003563440057186007,-0.017732725373504787,0.014687694977134402,0.017522907331556592,-0.0018621288646234468,0.03710048373586461,0.017408982970497547,0.013094773484467703,0.030565683698931645,2017,11
0.00603113393333099,0.010117451723942184,0.042612621618112856,0.021057003170010358,0.030947745657830428,0.018219783396848266,0.05269423166204734,-0.016791068770620532,0.008943745556569516,0.014331175550443909,0.019426378624083983,0.012128379153397928,2017,12
0.08757064455940289,0.07294390120443728,0.02194502562589462,0.03234937283169237,0.02251410978765689,0.08706830141646571,0.03584263859678938,0.07741938015617689,0.17837169596553326,0.06265189533959328,0.07327018118783873,0.05635918481977953,2018,1
-0.012927659563132576,-0.00501087520431831,-0.10105262198934573,-0.020759902030566435,-0.05443427049282734,-0.06630454299732924,-0.10834995023350058,0.013913514680557793,-0.034255649997827264,-0.0163462347483598,-0.046867696197627075,-0.03636084949634155,2018,2
-0.04078852481421602,-0.039542789528689615,0.029508188734071572,0.006320007324218668,-0.0032341649813382167,0.0184991448665226,0.017230140806811622,-0.005385078462170734,-0.08687813719931758,-0.023516493066217913,-0.01335151025558753,-0.027410178669482255,2018,3
0.0050580625142684355,0.014139642385952778,0.01364862829861102,-0.009539745360543916,-0.0019467704911255712,-0.014647468025870025,0.0949417934918173,-0.019035849502197832,0.0026245401771267662,0.008480828020438994,0.013998780409582497,0.005168216530780034,2018,4
0.056729655071747986,0.03953225326259968,0.002693082361202359,-0.011959209467577336,0.005201555468841601,-0.012635697283867708,0.029941516121938072,0.08670117587957793,0.11269621124417517,0.027843949287886683,0.03862423166169983,0.024309270626327484,2018,5
0.01145016826712264,-0.00011906894847568683,-0.0013429711371559794,-0.03614944763120931,-0.02005177353504428,-0.04985240189212037,0.0056952621371759715,-0.017736556673136894,0.017056898374000484,-0.007843756492253358,-0.006552884501798369,0.005750701594156249,2018,6
0.027964160303033614,0.03535731422440058,-0.04616751105727401,-0.022418909632539674,-0.03564356273597147,0.01258153863915834,0.015538596269956795,-0.0006675185584434917,0.05042803542485652,0.015324083742257744,0.010141528026730807,0.03704617347961392,2018,7
0.057806670866323406,0.04457769846192727,-0.12828950680849216,-0.021381117106768266,-0.06570842304628133,-0.010852473367736759,-0.034751067553215775,0.13610568775505283,0.11781530879689561,0.024423100596672794,0.015170879551032024,0.03192032553445334,2018,8
-0.002816585190454801,0.013667270870904913,-0.001617132837722135,-0.006607347245927042,0.0058608004352946885,-0.005724392963580627,0.0244599182607248,-0.02905971870423185,-0.00827403164514151,0.0040541789851759645,0.0003047305683910763,0.005945506646189758,2018,9
-0.08595694376116203,-0.09806357005336441,0.022138223422005332,0.02119545356837582,-0.023306606372406113,-0.11962260375932132,-0.11328216863258245,-0.14095385900928892,-0.17749322553452485,-0.060022970415745204,-0.09389500836577587,-0.06910428959521264,2018,10
-0.0026498020080624185,0.015864625270562316,0.008452198267226319,0.003386881324189961,-0.006711420851004624,0.05031814079160757,-0.015634114731332138,-0.002819891103699401,-0.011713317115220279,0.006180091514932681,0.004979862954215264,0.018548943335175982,2018,11
-0.08660735635929828,-0.0873540360007764,0.11061207764637171,0.04942010593064916,0.09009014943189086,-0.025225903080060008,-0.12439248169375694,-0.06910570013080564,-0.17844618874127582,-0.047817175970294536,-0.05318459876739173,-0.08804833882438234,2018,12
0.09010781493280695,0.0915579654878882,0.07586528886661204,0.028865979381443196,0.0365013578692972,0.09656421361289014,0.11211889650158202,0.14429473765440348,0.17829998214017784,0.07332795447474472,0.10197596270557009,0.08006550322503192,2019,1
0.02991181610916982,0.03932068791736043,-0.019832598660898704,-0.006092201492829408,-0.02790698145987447,-0.001154433196095761,0.02304806575231333,0.061224540337074806,0.05620800048315666,0.022665536884022286,0.020167772966948473,0.03241583013859328,2019,2
0.039245748298064376,0.028157858013317494,0.008093704590390383,-0.01596899557748621,-0.030758701691393164,0.00941046849534799,0.02128091399865273,0.06003748185818836,0.0762186470281323,0.017312071306013362,0.02662775601357652,0.018100810131141065,2019,3
0.054992723119560605,0.01033712751897542,-0.06824266421405101,-0.006638842503124187,-0.011283486880723781,0.03336604392164744,-0.00015124140058953017,0.05884952369082175,0.10841749753344931,0.015658353348710626,0.02578856476691798,0.04085258381741341,2019,4
-0.08225165863893558,-0.024771490755927328,0.033508845099556206,0.017574298155486723,-0.026390929183494283,-0.09702434186531916,-0.1110271818315558,-0.04401718276564037,-0.16462672675234824,-0.029990474951138192,-0.07028780871810376,-0.06377158764140844,2019,5
0.07590038111088337,0.048265158788517004,0.18388133357386294,0.08002914919848991,0.04981687356625719,0.08165942696231254,0.09395147969937212,0.061926133546222895,0.15348112298944394,0.0666021740108241,0.09125877446785977,0.06958653890940347,2019,6
0.0233479306200286,0.00861069395666747,0.03677630602563209,7.514839229982861e-05,0.061409638459602345,-0.025628331953552408,-0.01585280449775528,0.07491773853579664,0.04312054776039931,0.008535685440958802,0.020930908130119358,0.015119735784151489,2019,7
-0.0189952381345041,-0.003826810552529758,0.12679238057128295,0.0791231345612986,0.12754763810110092,-0.051935018489418616,-0.08325374622383452,0.004212428202076346,-0.04712955281292708,0.013762217880355948,-0.0033177539829884538,-0.01674333940396866,2019,8
0.00917884535443858,0.0030811761881988087,-0.10549227002271933,-0.0339478600543478,-0.07172009152159597,0.03604892647468283,0.03934298623136501,-0.12813021526193158,0.013622644290377739,-0.00489836738555287,-0.015719319655972144,0.01945760488909376,2019,9
0.0438008053131147,-0.0026853163062707797,0.0539123413086704,0.02563546974700759,0.06281407005073292,0.04298140853792809,-0.020946156262068638,0.04198862344295895,0.08435864771074453,0.01631928832431711,0.03610428552468546,0.022104794645719794,2019,10
0.04069364573710654,0.019688625153541972,-0.03801063120823123,-0.03208588289288572,-0.05910165457984051,0.006541249210040512,0.016045757915770675,0.06240387727167329,0.08036981575376623,0.009113251945628297,0.01806178345538396,0.036198039051050346,2019,11
0.03886411176595961,0.019829287237706383,0.08890700751350611,0.03655877893383952,0.04773870761555665,0.09004481677719633,0.060262199015682416,0.017647777969060696,0.07607088909671256,0.0313208665122041,0.05533824166537797,0.02905538579219269,2019,12
0.030384285862112836,0.030064438309447272,-0.009904447758575352,0.04499655849690343,0.008393248626320293,-0.05833324783646021,-0.10992677894238534,0.035201304259415256,0.05619815969902353,0.028281921110318874,-0.007166876530841165,-0.0004034939518035019,2020,1
-0.06057440675185988,-0.08292806441058909,-0.09555024999248629,-0.006361728631845698,-0.07669441053854364,-0.0040224988893949876,-0.15288153201819832,-0.037004658847018757,-0.11775667769101761,-0.057675507091708024,-0.07664389213447652,-0.07916585498240936,2020,2
-0.07285837407027729,-0.08546546125459731,-0.12128142830395572,-0.002224031676743232,-0.15969089406815185,-0.10000004234520743,-0.3437095904994498,-0.12293915387231258,-0.21122029449246593,-0.06911463443405783,-0.1511878429399024,-0.12487128331999076,2020,3
0.14973760020362636,0.11109247931512578,0.4001734728370079,0.07261060302877431,0.07126431708113978,0.06677439601616264,0.307639051538082,0.13484319645589005,0.30587147308933327,0.11787284068875443,0.18843403105171164,0.1269833060635508,2020,4
0.06600882643653572,0.06797285636753991,0.06385621131941055,0.02588161543682088,0.19170246015237513,-0.0005047833125561008,0.020000283450910983,0.17803561470040852,0.12386722309195308,0.05269390708179354,0.0786695268712291,0.04764515080778997,2020,5
0.06286677794181816,0.025744114364330883,0.0687645904675902,0.02737702630176453,0.021008426451101903,0.09707332284571812,-0.010955521783665434,0.07883078230265617,0.12337435185290713,0.033624041299028656,0.05726325229153017,0.017734395849101192,2020,6
