point,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_GDX_pct,weight_GLD_pct,weight_SLV_pct,weight_AIA_pct,weight_XLE_pct,weight_PTF_pct,weight_QLD_pct
85,0.9203131620984212,27.9151081665329,27.77224016687433,0.0,37.23412563350594,3.892112163741554,0.0,0.0,0.0,0.0,8.87376220275251,50.0
86,0.9165782834952343,28.054362852380194,28.03733550655721,0.0,35.214102059003004,3.3765989545332142,0.0,0.0,0.0,0.0,11.409298986463783,50.0
87,0.9126700283661638,28.193617538227496,28.30997702913654,0.0,33.19407848450002,2.86108574532488,0.0,0.0,0.0,0.0,13.944835770175107,50.0
88,0.908603312377893,28.332872224074794,28.589948848074254,0.0,31.174054909997047,2.3455725361165456,0.0,0.0,0.0,0.0,16.480372553886404,50.0
89,0.9043925187507825,28.472126909922096,28.877037755681346,0.0,29.154031335494096,1.8300593269081895,0.0,0.0,0.0,0.0,19.015909337597716,50.0
90,0.9000514666507138,28.6113815957694,29.17103362263443,0.0,27.134007760991057,1.314546117699839,0.0,0.0,0.0,0.0,21.551446121309095,50.0
91,0.8955933875350305,28.750636281616693,29.471729748098753,0.0,25.11398418648818,0.7990329084915345,0.0,0.0,0.0,0.0,24.08698290502029,50.0
92,0.8910309087522488,28.889890967463998,29.77892316285715,0.0,23.093960611985235,0.28351969928313636,0.0,0.0,0.0,0.0,26.62251968873163,50.0
93,0.8863722640234539,29.029145653311296,30.092543207788715,0.0,20.65509740744718,0.0,0.0,0.0,0.0,0.0,29.344902592552835,50.0
94,0.8816019754355001,29.168400339158595,30.41332833438081,0.0,17.70436951327265,0.0,0.0,0.0,0.0,0.0,32.29563048672735,50.0
95,0.8767279201384146,29.307655025005896,30.74124184473429,0.0,14.753641619098442,0.0,0.0,0.0,0.0,0.0,35.246358380901576,50.0
96,0.8717630671619578,29.44690971085319,31.076058084277825,0.0,11.802913724924014,0.0,0.0,0.0,0.0,0.0,38.19708627507599,50.0
97,0.866719679868079,29.586164396700497,31.417556367065686,0.0,8.852185830749578,0.0,0.0,0.0,0.0,0.0,41.14781416925043,50.0
