portfolio,date,portfolio_return_pct,benchmark_return_pct,active_return_pct,cumulative_active_return_pct,annual_active_return_pct,rolling_active_return_pct,rolling_tracking_error_pct
optimized,2016-08-31,-0.6448866173943575,0.11973827702618234,-0.7646248944205398,-0.7646248944205403,-6.891573097861525,,
optimized,2016-09-30,1.1173499608827566,0.005809586476934747,1.1115403744058219,0.3397028833193261,-6.891573097861525,,
optimized,2016-10-31,-2.131532389071336,-1.733702378578461,-0.39783001049287503,-0.06586749891089871,-6.891573097861525,,
optimized,2016-11-30,-2.273983956518577,3.6838364029244675,-5.957820359443044,-5.926249812659634,-6.891573097861525,,
optimized,2016-12-31,1.147561338689054,2.027160471062306,-0.8795991323732519,-6.891573097861525,-6.891573097861525,,
optimized,2017-01-31,3.1088046797535784,1.7894972227169959,1.3193074570365826,-5.7326546598708505,1.3718707566802157,,
optimized,2017-02-28,3.564823317163189,3.929137438664898,-0.364314121501709,-6.322985280353355,1.3718707566802157,,
optimized,2017-03-31,-0.47327801805874753,0.1250066969211483,-0.5982847149798959,-6.951815985500853,1.3718707566802157,,
optimized,2017-04-30,2.122615907891381,0.9926159794431566,1.1299999284482245,-5.853606953772839,1.3718707566802157,,
optimized,2017-05-31,1.515006415296834,1.4112999587625241,0.10370645653430995,-5.8268233328298225,1.3718707566802157,,
optimized,2017-06-30,-0.5868495792838537,0.6374794855269705,-1.2243290648108243,-7.175027509235088,1.3718707566802157,,
optimized,2017-07-31,2.7587239545801454,2.055406411900873,0.7033175426792722,-6.573783393535515,1.3718707566802157,,
optimized,2017-08-31,1.9543875918431035,0.29178017566715564,1.6626074161759479,-4.77419995578372,1.3718707566802157,,
optimized,2017-09-30,-0.12394780041839454,2.0149538913053933,-2.138901691723788,-7.255920201589361,1.3718707566802157,,
optimized,2017-10-31,4.057363832623227,2.356384809986456,1.7009790226367714,-5.532142936322515,1.3718707566802157,,
