portfolio,3m,1y,3y,5y,10y,ytd,full_period,3y_annualized_volatility_pct,5y_annualized_volatility_pct
optimized,0.007897590410783417,0.26702070652068866,0.30599166534470434,0.1903414737962219,0.1764572881477653,0.12454172501596017,0.1764572881477653,12.74182255448789,14.17009698148502
provided,-0.013177484359103042,0.451837766365913,0.301272512187978,0.1959604352720674,0.1917789285311755,0.18507711105147373,0.1917789285311755,16.886181347706447,19.206700810283515
benchmark,0.03470458655195974,0.18641330947329382,0.18918671527463027,0.12595379606053525,0.1489941851984713,0.09342964967795542,0.1489941851984713,13.096226630308314,15.889118112307624
