portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct,expected_return_pct
optimized,1.0,5.078804769909838,0.17205218980697082,0.3516009304956733,-0.10397940515332649,1.1333140458441844,2.0052773209489962,17.64572538891902,13.102519142993712,-18.30322900080823,17.20521898069708
provided,1.0,5.780388242429052,0.193999423300143,0.44105091754956893,-0.1480059539355396,0.910143537407634,1.5494750849992915,19.177892404852148,18.726708073498802,-24.622285421496958,19.399942330014294
benchmark,1.0,4.010312029055987,0.15137783408969688,0.3122385699692003,-0.18175369365014948,0.8336697540149037,1.313008257466742,14.899414727974891,15.332010484263273,-23.927171999585074,15.137783408969687
