roll_period_years,SPY Candidate_average_pct,SPY Candidate_high_pct,SPY Candidate_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,17.278465340196643,47.40165144801607,-11.898850538436278,11.301425656516903,44.367067548135594,-12.801367043147705
3,16.578516020157842,28.80915913211377,6.916707837633074,9.76824142989979,21.63632687014929,2.265728148604551
5,16.56438527961644,23.08189614978453,8.682559919494803,9.88926729785973,13.488328014660155,7.152355187542048
7,16.620513517616693,21.68781704238787,12.644077644744778,9.968245484363633,14.73299512210735,6.95452160179828
