metric,SPY Candidate,benchmark
alpha,0.05950292454484201,-2.0816681711721685e-17
beta,0.9471755314463686,1.0000000000000002
calmar_ratio,2.6027687056585886,1.5329111795455088
excess_kurtosis,0.5619816763884433,2.517560682508654
historical_var_95,0.052037365229914756,0.030602249363435027
modigliani_modigliani,0.1225581138640768,0.1097863646932925
r_squared,0.3934544592246901,1.0
skewness,-0.3893216887892035,-0.5585107271265802
treynor_ratio,0.13417618790352256,0.0713915371070856
