date,SPY Candidate_annualized_return_pct,benchmark_annualized_return_pct
2019-06-30,13.570033577938823,9.768903469528901
2019-07-31,14.342747916934261,9.652746549574044
2019-08-31,13.877396892594573,10.57816328079404
2019-09-30,13.58507376556355,10.233339525063755
2019-10-31,12.897300845188209,9.770537272896608
2019-11-30,12.395819024169263,8.597373429423127
2019-12-31,12.510161860993719,8.158967134688378
2020-01-31,13.973144204716515,8.006406365195872
2020-02-29,11.299607323602668,8.521104705344996
2020-03-31,8.682559919494803,7.331363013751546
2020-04-30,11.850160340554972,9.423260160188507
2020-05-31,12.238898506833662,9.337780874104107
2020-06-30,12.151478166263118,9.873795222877678
2020-07-31,11.725580463224606,10.489800023035677
2020-08-31,14.4297520793371,11.497597937537375
2020-09-30,13.549693522424967,10.748344714352287
2020-10-31,11.41587567734501,9.580250853280226
2020-11-30,12.851329093513586,10.41822719708334
2020-12-31,13.200562870861155,10.8050132733021
2021-01-31,14.185637511762073,10.584236981086036
2021-02-28,14.30817100318662,9.352981313508968
2021-03-31,15.937731452226721,10.095368526772042
2021-04-30,16.75649359589233,10.246194247916819
2021-05-31,15.663452887996264,10.199611878159963
2021-06-30,17.079958060451595,10.276786898713986
2021-07-31,17.639841391908217,10.517926824521883
2021-08-31,18.828181058869788,11.377489651735617
2021-09-30,18.481684249664276,11.504377070184436
2021-10-31,19.22536593931834,11.37614793143673
2021-11-30,18.211363926515457,12.256676342728557
2021-12-31,17.794085726513664,11.880504563050764
2022-01-31,16.914449878542868,11.252653446408512
2022-02-28,16.333451457262683,11.35485253476003
2022-03-31,17.84875228891014,11.472043516896925
2022-04-30,16.28584370611721,10.275667696224101
2022-05-31,15.674551637645084,9.246224473718367
2022-06-30,13.838288316575454,8.70793296791974
2022-07-31,16.08483976269155,9.488510829539898
2022-08-31,15.780329818593032,8.89040282703828
2022-09-30,14.096429965221468,8.289128770732557
2022-10-31,15.674856254862558,8.004164570938133
2022-11-30,15.506071244948894,8.812799025204887
2022-12-31,13.100567851878985,7.387688746062837
2023-01-31,12.515371956276034,7.466371323847221
2023-02-28,14.178274112098821,8.579961840311935
2023-03-31,15.642884726900942,9.508200468743787
2023-04-30,16.484327192802795,10.322116197463904
2023-05-31,15.499601085081704,9.541040260487787
2023-06-30,15.989476666080481,9.498781427739722
2023-07-31,15.263114783286703,9.23901359294874
2023-08-31,14.921862230129769,9.226254881606554
2023-09-30,14.142913129272273,8.93213621097264
2023-10-31,14.759204351761701,9.036277606343003
2023-11-30,15.728888020146691,9.41083378003964
2023-12-31,19.27912120822817,10.731855922457555
2024-01-31,18.351921233287616,10.07563599390533
2024-02-29,18.792212369866434,10.173622832202556
2024-03-31,19.01551864530986,10.10548532222817
2024-04-30,17.11910824484908,9.453929475126355
2024-05-31,19.168739119133306,9.468061291780682
2024-06-30,19.255803597217948,9.609468558631495
2024-07-31,18.232439469722483,9.642661320911095
2024-08-31,18.152293894812544,8.216766157286948
2024-09-30,18.054948563063288,8.79380596116517
2024-10-31,19.126535913650677,9.51202107974909
2024-11-30,19.642759364845897,9.639413713317001
2024-12-31,20.183252031975375,9.932788978390871
2025-01-31,19.630262838232593,9.076051232342873
2025-02-28,20.958259375995357,9.278849270864287
2025-03-31,23.075773854415683,10.717166619838881
2025-04-30,19.055055870921688,8.47215300270594
2025-05-31,18.18595925795341,7.455439689616483
2025-06-30,19.347851521049254,7.942225055505792
2025-07-31,19.45146863752405,7.152355187542048
2025-08-31,18.259325036877595,7.362808820130651
2025-09-30,20.90078800195925,9.362601926927884
2025-10-31,23.08189614978453,11.481762625303183
2025-11-30,21.787910838483924,11.560194153621616
2025-12-31,21.03882546531166,10.817471402245605
2026-01-31,20.80593158539252,11.651825731409504
2026-02-28,19.849387954231034,13.243025317138212
2026-03-31,18.565845716401384,12.603513242779552
2026-04-30,19.686956492698783,13.172811205382429
2026-05-31,20.877283601067553,13.484222816973856
2026-06-30,20.673500137743606,13.488328014660155
2026-07-31,17.786552358993603,10.293273183572783
2026-08-31,16.78453768268251,9.9903255802952
