portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
SPY Candidate,10000.0,65642.79784598335,0.167255856621082,0.16548322967117368,0.14074560428498337,0.42165319334260465,-0.11898850538436279,-0.17409886586047807,0.9029653375720118,1.481518847738739
benchmark,10000.0,35877.00621722396,0.11071166038429125,0.1097863646932925,0.09320766011259858,0.25303403375894096,-0.12801367043147704,-0.12801367043147727,0.7659406643278222,1.2088443621287956
