point,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct
1,1.2381161080194096,16.905211104366767,10.552910394362826,0.4669640536332724,10.047207162384241,11.571562583421088,43.52739366326845,0.0,0.0,34.38687253729294
2,1.2436536002885845,16.964446961937284,10.553553015301853,0.8590114660942687,10.508132175442055,11.248364365957947,43.60259764263791,0.0,0.0,33.78189434986781
3,1.2490383438061912,17.0236828195078,10.55548064338116,1.2510588785552534,10.969057188499884,10.925166148494805,43.67780162200739,0.0,0.0,33.17691616244268
4,1.254268539842251,17.08291867707831,10.558692574815954,1.6431062910162542,11.429982201557676,10.601967931031668,43.75300560137685,0.0,0.0,32.571937975017555
5,1.2593425613400926,17.142154534648835,10.563187638058144,2.035153703477275,11.890907214615524,10.278769713568508,43.82820958074631,0.0,0.0,31.966959787592376
6,1.2642589553614343,17.201390392219352,10.568964195929842,2.4272011159382814,12.351832227673357,9.955571496105359,43.90341356011579,0.0,0.0,31.361981600167216
7,1.2690164449950414,17.26062624978987,10.57602014859754,2.8192485283992625,12.812757240731178,9.632373278642218,43.978617539485256,0.0,0.0,30.75700341274209
8,1.273613930724011,17.319862107360386,10.584352937374442,3.2112959408602744,13.273682253789017,9.309175061179058,44.05382151885472,0.0,0.0,30.15202522531692
9,1.2780504912500086,17.379097964930903,10.593959549334919,3.6033433533213004,13.734607266846835,8.985976843715902,44.12902549822418,0.0,0.0,29.547047037891765
10,1.2823253837759794,17.438333822501416,10.60483652272178,3.9953907657822834,14.195532279904658,8.66277862625277,44.20422947759365,0.0,0.0,28.942068850466633
11,1.286438043752032,17.497569680071937,10.616979953123897,4.3874381782433,14.656457292962466,8.339580408789628,44.279433456963126,0.0,0.0,28.337090663041494
12,1.2903880840922721,17.556805537642457,10.630385500398715,4.779485590704302,15.117382306020327,8.016382191326462,44.354637436332595,0.0,0.0,27.73211247561631
13,1.294175293873347,17.616041395212967,10.645048396311378,5.171533003165274,15.578307319078144,7.6931839738633325,44.42984141570206,0.0,0.0,27.12713428819119
