year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,ytd,portfolio
2016,,,,,,,,-0.00644893068008706,0.01117364144985816,-0.021315389973197534,-0.02273997248119302,0.011475789078538547,-0.02809386947457715,optimized
2017,0.031088113515272037,0.03564812430397359,-0.004732714608468747,0.021226336860984837,0.015149959769340807,-0.005868305758390939,0.027587024757805112,0.019543694091349737,-0.0012392606351948306,0.04057353114381135,0.01740877417254752,0.01433124636063406,0.23077264367456518,optimized
2018,0.0626517124209352,-0.016346180201841684,-0.02351628049571527,0.008480901311732292,0.027843589585247762,-0.007843623231807128,0.015324275543601903,0.024423011488782214,0.004054394256502388,-0.060022937016000776,0.006179794929307456,-0.04781719173754863,-0.012748972580098217,optimized
2019,0.07332808170575782,0.022665462222632,0.017312041291954537,0.01565843407736888,-0.029990451822277952,0.0666021945478875,0.008535830915611027,0.013762022450909003,-0.004898220590202831,0.016319197096796724,0.009113479689373134,0.03132068326661199,0.2627144326834503,optimized
2020,0.028282047805569314,-0.05767535056555502,-0.06911471768657176,0.11787285626381722,0.05269386786289431,0.033623897142421914,0.07959792275687497,0.060133324519652885,-0.0415167452802479,-0.02844325680560809,0.05544020565647487,0.04743337595573892,0.2927105237124332,optimized
2021,-0.006599619818119435,-0.014847822217607932,0.008886402837341434,0.04744196940970626,0.019456148467545453,0.025224794020899704,0.019952710982768858,0.02801944106413727,-0.039163410352819346,0.05857315793972607,-0.011430394462254889,0.02499964662618777,0.16807378775048565,optimized
2022,-0.04401595466552957,0.002273517888746952,0.0340385238508017,-0.07516395824450312,-4.872286750090202e-07,-0.06780035625646916,0.05970947157927183,-0.03228256591493335,-0.06734216077717596,0.07150356285622912,0.05258839831674319,-0.02756413574900903,-0.10397943326580528,optimized
2023,0.042622262497016936,-0.038877647473712654,0.05414989511116909,0.01698788295507911,-0.011971442533522395,0.036670880344792475,0.027026640551989334,0.003018300534963137,-0.03064719924741945,0.006284024794551368,0.07397646196495536,0.04425373587535247,0.24001811986755528,optimized
2024,0.02310819611942127,0.06294337619992198,0.05095955506741576,-0.024505711968565484,0.04987436843541251,0.04556078679450497,0.006174464102713112,0.02355748374275581,0.02700956773276422,0.012013109593980343,0.03441217064014282,-0.0143647760400482,0.33562654464623676,optimized
2025,0.04843093558851484,-0.0003767640267435331,-0.017781377019203768,0.02246159959965667,0.06962679817523558,0.04762769398402443,0.017114299243821345,0.02174563212302578,0.0650695869660935,0.023891454059236563,0.008155000751534993,0.0030120413803029216,0.35160096341288494,optimized
2026,0.04813661373898492,0.023392565209207128,-0.0645230532380121,0.11190053017302397,0.07018093214204388,-0.007116603618295649,-0.051448421221748065,,,,,,0.1245417522146286,optimized
2016,,,,,,,,-0.014191511142047745,0.02924396251385355,-0.03437979920478945,-0.008985645526179524,0.0027405766497468845,-0.026388356961742576,provided
2017,0.057262962296755406,0.02543526100715327,0.010675935580625141,0.005715229456251743,0.02633042241246644,-0.015313517830734908,0.04169637409074176,0.015120523120480227,0.007472795094133164,0.037333506635427886,0.0130947235649437,0.019426290722664784,0.271100160180723,provided
2018,0.0732701365403096,-0.046867664904087586,-0.013351428047601335,0.013998751402709541,0.0386241524995058,-0.006552812172539596,0.01014158119072964,0.015170825236919218,0.00030479661803247066,-0.09389497519879389,0.004979646071134063,-0.053184466935315214,-0.06605721792706487,provided
2019,0.10197593597345975,0.02016779207561519,0.026627709226754625,0.025788637458541996,-0.07028784871285744,0.09125882990526372,0.02093086548424887,-0.0033177815767724307,-0.015719272884181425,0.0361042679924427,0.018061874338288264,0.055338187146342394,0.339159104614859,provided
