portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino,expected_return
optimized,1.0,5.078806248864017,0.1764572881477653,0.172052218880897,0.13102518531122861,0.3516009966980933,-0.10397955784317825,-0.18303253400404507,1.1333143206642078,2.005277090893273,0.17205221888089695
provided,1.0,5.780388459847573,0.1917789285311755,0.19399942915751606,0.1872670887975368,0.4410509094522175,-0.14800587865251646,-0.24622284831037777,0.9101435295007261,1.5494748086316679,0.19399942915751603
benchmark,1.0,4.010313352526006,0.1489941851984713,0.1513778743867062,0.15332015149618536,0.31223829697086525,-0.18175374952608503,-0.2392717719440285,0.8336697631679965,1.3130083702857092,0.1513778743867062
