asset,optimized,provided
QQQ,0.3158456623386483,0.17740687589474416
SPMO,0.5069284531724372,0.07480731122048886
GDX,0.0,0.09876062407984028
GLD,0.13759753242682443,0.0
SLV,0.0,0.08846943731051436
AIA,0.0,0.12852389872976316
XLE,0.03962835206209006,0.12899171770426424
PTF,0.0,0.12048093762321443
QLD,0.0,0.18255919743717056
