date,optimized_drawdown,provided_drawdown,benchmark_drawdown
2017-09-30,0.0,0.0,0.0
2017-10-31,0.0,0.0,0.0
2017-11-30,-0.02498419631110227,-0.020740847517293548,-0.008686070919426192
2017-12-31,-0.016961459375356536,-0.009314735643438432,-0.007034370797732059
2018-01-31,0.0,0.0,0.0
2018-02-28,-0.013683478950926253,-0.027360779133679736,-0.030206083864496858
2018-03-31,-0.04343774575303472,-0.05972739077017797,-0.0719845980248327
2018-04-30,-0.03114437757157762,-0.03655836031510995,-0.06064447537508
2018-05-31,-0.005007945459573393,-0.004348391706356258,-0.028362829312921
2018-06-30,0.0,0.0,0.0
2018-07-31,-0.002483894939753317,0.0,0.0
2018-08-31,0.0,0.0,0.0
2018-09-30,-0.0011488191058871555,-0.0007014905686789641,0.0
2018-10-31,-0.018366079332256202,-0.05803785152338703,-0.04785519395971216
2018-11-30,-0.031530041882456894,-0.0662045228201964,-0.04782198325605669
2018-12-31,-0.056578912862739084,-0.12145441079816321,-0.1322192478773252
2019-01-31,-0.0020133256535233013,-0.05325095974674188,-0.06886910718169126
2019-02-28,0.0,-0.026853440875944656,-0.03339808940157141
2019-03-31,0.0,0.0,0.0
2019-04-30,0.0,0.0,0.0
2019-05-31,0.0,-0.03875021043950544,-0.04355417035369191
2019-06-30,0.0,0.0,-0.005293605986791516
2019-07-31,0.0,0.0,0.0
2019-08-31,0.0,0.0,0.0
2019-09-30,-0.019205577158403098,-0.001408622946487137,0.0
2019-10-31,-0.03024756060328715,-0.00869479296709319,-0.00715929484299882
2019-11-30,-0.021114474014943374,0.0,0.0
2019-12-31,-0.0043681157935056,0.0,0.0
2020-01-31,0.0,0.0,0.0
2020-02-29,-0.026667633076038255,-0.04660622873547016,-0.060401737894803076
2020-03-31,-0.07900936395229974,-0.15288040113400192,-0.17409877991545775
2020-04-30,0.0,-0.030737251939194077,-0.07205365941021535
2020-05-31,0.0,0.0,-0.007788572225555956
2020-06-30,-0.002221493156935095,0.0,-0.022485541983779833
2020-07-31,0.0,0.0,0.0
2020-08-31,0.0,0.0,0.0
2020-09-30,-0.06042750087300064,-0.07953623493847406,-0.05630472877984327
2020-10-31,-0.11107423143324002,-0.12079536665181734,-0.10692298083729768
2020-11-30,-0.103724636450227,-0.056926460751801744,-0.031860414876205834
2020-12-31,-0.06818138784174144,-0.01486364887148972,-0.012274966416823463
2021-01-31,-0.06080627282743989,0.0,0.0
2021-02-28,-0.07553640348749868,0.0,0.0
2021-03-31,-0.06527343981944267,0.0,0.0
2021-04-30,-0.042735251017612774,0.0,0.0
2021-05-31,0.0,0.0,0.0
2021-06-30,0.0,0.0,0.0
2021-07-31,0.0,0.0,0.0
2021-08-31,0.0,0.0,0.0
2021-09-30,-0.012816396541640795,-0.010966454690174765,-0.025774898787985556
2021-10-31,0.0,0.0,0.0
2021-11-30,0.0,-0.001999239379275153,0.0
2021-12-31,0.0,0.0,0.0
2022-01-31,-0.0255489288756654,-0.014363454980798163,-0.03855491004093725
