point,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct,weight_138920_pct
1,1.0481377295792935,13.00619890858188,8.745717181310294,10.00331246949725,6.5967026632575,5.396644919406722,30.07923531728615,0.0,0.0,20.93339081498696,26.990713815565424
2,1.0575955599648115,13.089788707876057,8.746543857997233,10.28544162503137,6.790153298006331,5.411582876791082,30.22861898692476,0.0,0.0,20.76799135128313,26.516211861963328
3,1.0668500129809524,13.17337850717023,8.749023419392495,10.56757078056549,6.983603932755157,5.426520834175444,30.378002656563357,0.0,0.0,20.60259188757928,26.041709908361266
4,1.0758961914804441,13.256968306464408,8.753154460826899,10.849699936099636,7.177054567503963,5.441458791559807,30.527386326201956,0.0,0.0,20.437192423875445,25.567207954759198
5,1.0847295626197249,13.340558105758582,8.758934645601336,11.131829091633769,7.37050520225275,5.456396748944165,30.67676999584055,0.0,0.0,20.271792960171624,25.09270600115714
6,1.093345968957279,13.424147905052758,8.766360711580559,11.413958247167866,7.563955837001611,5.471334706328534,30.82615366547916,0.0,0.0,20.106393496467774,24.61820404755506
7,1.1017416377286255,13.507737704346937,8.775428480363628,11.696087402701993,7.757406471750435,5.486272663712894,30.97553733511776,0.0,0.0,19.940994032763935,24.143702093952975
8,1.1099131882536881,13.591327503641109,8.786132868971265,11.978216558236127,7.950857106499237,5.501210621097257,31.124921004756363,0.0,0.0,19.775594569060097,23.669200140350917
9,1.1178576374498161,13.674917302935285,8.798467903974165,12.260345713770253,8.144307741248051,5.5161485784816175,31.274304674394966,0.0,0.0,19.610195105356258,23.19469818674886
10,1.125572403441272,13.758507102229462,8.812426737971556,12.54247486930438,8.337758375996883,5.531086535865979,31.423688344033568,0.0,0.0,19.44479564165242,22.72019623314677
11,1.1330553072734075,13.842096901523638,8.828001668315125,12.824604024838523,8.531209010745686,5.5460244932503375,31.573072013672167,0.0,0.0,19.279396177948577,22.24569427954472
12,1.1403045727566303,13.92568670081781,8.845184157960727,13.106733180372615,8.724659645494519,5.560962450634697,31.722455683310763,0.0,0.0,19.113996714244756,21.771192325942653
13,1.147318824481462,14.009276500111989,8.863964858318786,13.38886233590676,8.918110280243326,5.57590040801906,31.871839352949365,0.0,0.0,18.948597250540907,21.296690372340574
14,1.1540970840612617,14.092866299406165,8.8843336339642,13.67099149144089,9.111560914992152,5.590838365403421,32.021223022587975,0.0,0.0,18.783197786837054,20.822188418738506
15,1.160638764673341,14.176456098700335,8.906279589057982,13.953120646975009,9.30501154974095,5.605776322787781,32.17060669222656,0.0,0.0,18.617798323133233,20.34768646513646
16,1.1669436639820532,14.260045897994516,8.929791095325822,14.235249802509134,9.498462184489789,5.620714280172148,32.31999036186517,0.0,0.0,18.45239885942939,19.873184511534376
17,1.1730119555388718,14.343635697288693,8.954855821433195,14.517378958043262,9.691912819238615,5.6356522375565055,32.469374031503776,0.0,0.0,18.28699939572554,19.398682557932297
