kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct,weight_138920_pct
provided,Provided Portfolio,1.1046741356745595,17.07755128957763,11.983686503960042,20.0,20.0,15.0,15.0,15.0,5.0,5.0,5.0
optimized,Optimized Portfolio,1.2576925197071986,17.03802693502586,10.49425353939284,23.611387210247557,15.92750256347946,6.117154787221327,37.28453154993221,0.0,0.0,12.955596886171957,4.1038270029474795
benchmark,Benchmark,0.8969737530693244,16.577787554973572,14.201424236510944,,,,,,,,
