portfolio,rank,date,month_since_bottom,recovery_progress_pct,drawdown,maximum_drawdown,recovered
Current Portfolio,1,2026-07-31,0,0.0,-0.1045851526207695,-0.1045851526207695,False
Current Portfolio,1,2026-08-31,1,24.900701281912106,-0.07854271618143982,-0.1045851526207695,False
Current Portfolio,2,2022-06-30,0,0.0,-0.0828914467780022,-0.0828914467780022,True
Current Portfolio,2,2022-07-31,1,63.51084589436813,-0.030246387755213044,-0.0828914467780022,True
Current Portfolio,2,2022-08-31,2,65.08521148938628,-0.02894137333592739,-0.0828914467780022,True
Current Portfolio,2,2022-09-30,3,46.007624177040505,-0.044755061469467394,-0.0828914467780022,True
Current Portfolio,2,2022-10-31,4,88.49021024105282,-0.009540631252297649,-0.0828914467780022,True
Current Portfolio,2,2022-11-30,5,88.51445292941239,-0.009520536137178515,-0.0828914467780022,True
Current Portfolio,2,2022-12-31,6,10.22831126345198,-0.0744130515907695,-0.0828914467780022,True
Current Portfolio,2,2023-01-31,7,44.27594048232887,-0.046190479137632634,-0.0828914467780022,True
Current Portfolio,2,2023-02-28,8,78.23056109367289,-0.018045002864907844,-0.0828914467780022,True
Current Portfolio,2,2023-03-31,9,100.0,0.0,-0.0828914467780022,True
Current Portfolio,3,2022-01-31,0,0.0,-0.0351737583876196,-0.0351737583876196,True
Current Portfolio,3,2022-02-28,1,50.207148423813905,-0.017514017307713736,-0.0351737583876196,True
Current Portfolio,3,2022-03-31,2,100.0,0.0,-0.0351737583876196,True
Current Portfolio,4,2023-10-31,0,0.0,-0.01909959111149717,-0.01909959111149717,True
Current Portfolio,4,2023-11-30,1,100.0,0.0,-0.01909959111149717,True
Current Portfolio,5,2025-04-30,0,0.0,-0.018806332976221363,-0.018806332976221363,True
Current Portfolio,5,2025-05-31,1,83.5921310869715,-0.003085718462086051,-0.018806332976221363,True
Current Portfolio,5,2025-06-30,2,100.0,0.0,-0.018806332976221363,True
Current Portfolio,6,2026-03-31,0,0.0,-0.016247257829167694,-0.016247257829167694,True
Current Portfolio,6,2026-04-30,1,100.0,0.0,-0.016247257829167694,True
Current Portfolio,7,2024-08-31,0,0.0,-0.014864079485617632,-0.014864079485617632,True
Current Portfolio,7,2024-09-30,1,100.0,0.0,-0.014864079485617632,True
Current Portfolio,8,2023-05-31,0,0.0,-0.009471622472895791,-0.009471622472895791,True
Current Portfolio,8,2023-06-30,1,100.0,0.0,-0.009471622472895791,True
Current Portfolio,9,2025-12-31,0,0.0,-0.008328304010961629,-0.008328304010961629,True
Current Portfolio,9,2026-01-31,1,100.0,0.0,-0.008328304010961629,True
KAW Native Proxy,1,2022-12-31,0,0.0,-0.13834181894654607,-0.13834181894654607,True
KAW Native Proxy,1,2023-01-31,1,28.08015176717513,-0.09949522622888529,-0.13834181894654607,True
KAW Native Proxy,1,2023-02-28,2,32.25996949585296,-0.09371279035438218,-0.13834181894654607,True
KAW Native Proxy,1,2023-03-31,3,50.98403159627972,-0.06780958226397094,-0.13834181894654607,True
KAW Native Proxy,1,2023-04-30,4,67.64335018105633,-0.044762777909690965,-0.13834181894654607,True
KAW Native Proxy,1,2023-05-31,5,57.26257125516712,-0.05912373629658585,-0.13834181894654607,True
KAW Native Proxy,1,2023-06-30,6,58.39012106502798,-0.057563863380096,-0.13834181894654607,True
KAW Native Proxy,1,2023-07-31,7,59.87698450710146,-0.05550690944908032,-0.13834181894654607,True
KAW Native Proxy,1,2023-08-31,8,60.129323045128835,-0.05515781972567013,-0.13834181894654607,True
KAW Native Proxy,1,2023-09-30,9,46.4537991745906,-0.07407678819864183,-0.13834181894654607,True
KAW Native Proxy,1,2023-10-31,10,31.055593577190688,-0.09537894590721374,-0.13834181894654607,True
KAW Native Proxy,1,2023-11-30,11,59.208017142856306,-0.05643237106893584,-0.13834181894654607,True
KAW Native Proxy,1,2023-12-31,12,97.89534337894442,-0.0029116202521471957,-0.13834181894654607,True
KAW Native Proxy,1,2024-01-31,13,99.28928616838412,-0.0009832144421620947,-0.13834181894654607,True
KAW Native Proxy,1,2024-02-29,14,100.0,0.0,-0.13834181894654607,True
KAW Native Proxy,2,2026-07-31,0,0.0,-0.0893930100334962,-0.0893930100334962,False
KAW Native Proxy,2,2026-08-31,1,7.377183263639865,-0.08279832385844121,-0.0893930100334962,False
KAW Native Proxy,3,2026-03-31,0,0.0,-0.05300697923396391,-0.05300697923396391,True
KAW Native Proxy,3,2026-04-30,1,67.98814186535277,-0.016968518993838444,-0.05300697923396391,True
KAW Native Proxy,3,2026-05-31,2,100.0,0.0,-0.05300697923396391,True
KAW Native Proxy,4,2025-05-31,0,0.0,-0.013913600711661478,-0.013913600711661478,True
KAW Native Proxy,4,2025-06-30,1,95.80421251670506,-0.0005837851171355268,-0.013913600711661478,True
KAW Native Proxy,4,2025-07-31,2,100.0,0.0,-0.013913600711661478,True
KAW Native Proxy,5,2024-08-31,0,0.0,-0.008826679250582448,-0.008826679250582448,True
KAW Native Proxy,5,2024-09-30,1,100.0,0.0,-0.008826679250582448,True
QQQ 100%,1,2022-12-31,0,0.0,-0.278234388925815,-0.278234388925815,True
QQQ 100%,1,2023-01-31,1,17.79782423144492,-0.22871472143336358,-0.278234388925815,True
QQQ 100%,1,2023-02-28,2,36.279733840084596,-0.1772916931719435,-0.278234388925815,True
QQQ 100%,1,2023-03-31,3,58.98287758239641,-0.11412373991357283,-0.278234388925815,True
QQQ 100%,1,2023-04-30,4,71.18629211316444,-0.08016964406580629,-0.278234388925815,True
QQQ 100%,1,2023-05-31,5,92.54985892161783,-0.020728854503547778,-0.278234388925815,True
QQQ 100%,1,2023-06-30,6,100.0,0.0,-0.278234388925815,True
QQQ 100%,2,2026-07-31,0,0.0,-0.14296595749996888,-0.14296595749996888,False
QQQ 100%,2,2026-08-31,1,7.137719133522244,-0.13276144899707032,-0.14296595749996888,False
QQQ 100%,3,2025-04-30,0,0.0,-0.10723151430753664,-0.10723151430753664,True
QQQ 100%,3,2025-05-31,1,42.360784466412746,-0.061807403651650494,-0.10723151430753664,True
QQQ 100%,3,2025-06-30,2,83.35031440731477,-0.017853709988480126,-0.10723151430753664,True
QQQ 100%,3,2025-07-31,3,100.0,0.0,-0.10723151430753664,True
QQQ 100%,4,2023-10-31,0,0.0,-0.053961651630359486,-0.053961651630359486,True
QQQ 100%,4,2023-11-30,1,100.0,0.0,-0.053961651630359486,True
QQQ 100%,5,2024-08-31,0,0.0,-0.044681337064605864,-0.044681337064605864,True
QQQ 100%,5,2024-09-30,1,27.161687806334346,-0.032545131783421666,-0.044681337064605864,True
QQQ 100%,5,2024-10-31,2,100.0,0.0,-0.044681337064605864,True
QQQ 100%,6,2026-03-31,0,0.0,-0.03874885612900647,-0.03874885612900647,True
QQQ 100%,6,2026-04-30,1,100.0,0.0,-0.03874885612900647,True
QQQ 100%,7,2024-04-30,0,0.0,-0.018474665877850183,-0.018474665877850183,True
QQQ 100%,7,2024-05-31,1,100.0,0.0,-0.018474665877850183,True
benchmark,1,2022-06-30,0,0.0,-0.1340306703767431,-0.1340306703767431,True
benchmark,1,2022-07-31,1,63.574354556247094,-0.0488215367773176,-0.1340306703767431,True
benchmark,1,2022-08-31,2,59.37872248657592,-0.0544449705668395,-0.1340306703767431,True
benchmark,1,2022-09-30,3,36.09343350148018,-0.08565439949272524,-0.1340306703767431,True
benchmark,1,2022-10-31,4,87.14454838786135,-0.01723024797570727,-0.1340306703767431,True
benchmark,1,2022-11-30,5,75.48786993977417,-0.03285377224333985,-0.1340306703767431,True
benchmark,1,2022-12-31,6,0.4983891191603108,-0.1333626760992478,-0.1340306703767431,True
benchmark,1,2023-01-31,7,25.47746941791913,-0.09988304732087638,-0.1340306703767431,True
