metric,Sample Portfolio,Portfolio 2,Portfolio 3,benchmark
alpha,0.006092650767315057,0.058454576469596155,0.04776651811919717,0.0
beta,0.6669220529887665,0.8434986675538065,0.892683891095791,1.0
calmar_ratio,2.709801398228516,3.3666955153359512,2.8758910828928492,2.49620371376122
excess_kurtosis,-0.2932673433272246,0.10396321896329797,-0.037229781856084276,0.13956389111735312
historical_var_95,0.0548373889892035,0.07743445383764248,0.07929518728214972,0.07949503666067578
modigliani_modigliani,0.15327783747813337,0.19107409478670476,0.19040111443975874,0.15606889507417696
r_squared,0.835529042244623,0.6826620424242161,0.7999753912389719,0.9999999999999998
skewness,-0.4040234380123109,-0.27670718028179875,-0.41073675051841757,-0.32423090548000094
treynor_ratio,0.13669865695842817,0.19697670091941905,0.18120903800257243,0.12774357861848076
