year,Sample Portfolio,Portfolio 2,Portfolio 3,benchmark
2020,0.19592341710238714,0.2740514338993081,0.2979158425426234,0.1833161370813987
2021,0.15487654646906224,0.12238467952958065,0.15935398727897887,0.28728778277901856
2022,-0.17306557010403678,-0.09956646577175632,-0.11600908013744449,-0.18175380540201336
2023,0.18797392910301935,0.20728383126000383,0.2866154437151349,0.2617580723704003
2024,0.18652627678923928,0.2115510813434862,0.14543784541062088,0.24886454815309955
2025,0.24216197089694758,0.5437907997287994,0.4254505284616934,0.17719067981214565
2026,0.04069743860961372,0.11199396628138492,0.12894025959860955,0.09342964967795542
