kind,label,expected_return,volatility,sharpe,weight_QQQ,weight_SPY,weight_EWY,weight_EEM,weight_EWJ,weight_TLT,weight_GLD
provided,Provided Portfolio,0.12231596002158969,0.12191440666023075,0.6883610783528376,0.1,0.1,0.08,0.17,0.05,0.3,0.2
optimized,Optimized Portfolio,0.2090342848343983,0.11499999999107383,1.48382136749075,0.028010789919517585,0.36840895310802363,0.015105627029744556,0.0,0.0,0.0,0.5884746218223779
benchmark,Benchmark,0.1658140084924993,0.14302206034829837,0.8909057847159477,,,,,,,
