point,expected_return,volatility,sharpe,weight_QQQ,weight_SPY,weight_EWY,weight_EEM,weight_EWJ,weight_TLT,weight_GLD
58,0.21453481986419243,0.12014265412357185,1.4660904036364808,0.08590862486496909,0.2718650292777265,0.042226345857304406,0.0,0.0,0.0,0.6
59,0.21578720306311122,0.1214681573069649,1.4604022931591205,0.09840830124500911,0.2515799362093316,0.05001176254565919,0.0,0.0,0.0,0.6
60,0.21703958626203007,0.12285021171879815,1.4541672836896506,0.1109079776250482,0.23129484314093773,0.057797179234014055,0.0,0.0,0.0,0.6
61,0.2182919694609489,0.12428693084660222,1.4474340998634454,0.12340765400508803,0.21100975007254313,0.06558259592236881,0.0,0.0,0.0,0.6
62,0.21954435265986774,0.12577644143198377,1.440250042148165,0.13590733038512795,0.1907246570041484,0.0733680126107237,0.0,0.0,0.0,0.6
63,0.22079673585878656,0.12731689062896956,1.4326607205962987,0.14840700676516796,0.17043956393575363,0.0811534292990784,0.0,0.0,0.0,0.6
64,0.2220491190577054,0.1289064522810063,1.4247098436247867,0.16090668314520787,0.15015447086735886,0.08893884598743335,0.0,0.0,0.0,0.6
65,0.22330150225662426,0.13054333234613066,1.4164390577999373,0.17340635952524802,0.1298693777989639,0.0967242626757882,0.0,0.0,0.0,0.6
66,0.22455388545554308,0.13222577351068843,1.407887834018139,0.1859060359052873,0.1095842847305697,0.10450967936414306,0.0,0.0,0.0,0.6
67,0.22580626865446188,0.13395205904008353,1.3990933951390352,0.19840571228532752,0.08929919166217493,0.11229509605249763,0.0,0.0,0.0,0.6
68,0.22705865185338073,0.13572051592064763,1.3900906800080306,0.2109053886653659,0.06901409859378173,0.12008051274085259,0.0,0.0,0.0,0.6
69,0.2283110350522995,0.13752951735015329,1.3809123388585858,0.22340506504540697,0.04872900552538594,0.12786592942920708,0.0,0.0,0.0,0.6
70,0.22956341825121837,0.1393774846360634,1.3715887552726527,0.23590474142544646,0.028443912456991245,0.1356513461175623,0.0,0.0,0.0,0.6
71,0.2308158014501372,0.14126288856064295,1.362148090164004,0.24840441780548567,0.008158819388597421,0.143436762805917,0.0,0.0,0.0,0.6
72,0.23206818464905601,0.14319092647156303,1.352553278585788,0.24587160059583965,0.0,0.15412839940416045,0.0,0.0,0.0,0.6
73,0.23332056784797486,0.14518718710869175,1.3425822494642061,0.233224596341015,0.0,0.16677540365898513,0.0,0.0,0.0,0.6
74,0.2345729510468937,0.14725183465730374,1.332262677183264,0.22057759208618966,0.0,0.17942240791381034,0.0,0.0,0.0,0.6
75,0.2358253342458125,0.14938203356497548,1.3216482728743337,0.2079305878313655,0.0,0.19206941216863457,0.0,0.0,0.0,0.6
76,0.23707771744473138,0.15157502012776047,1.3107891372276081,0.19528358357654022,0.0,0.2047164164234598,0.0,0.0,0.0,0.6
77,0.23833010064365018,0.15382810905069472,1.299731721928362,0.18263657932171556,0.0,0.2173634206782844,0.0,0.0,0.0,0.6
78,0.23958248384256903,0.15613869851562034,1.2885188500289377,0.1699895750668911,0.0,0.23001042493310897,0.0,0.0,0.0,0.6
79,0.24083486704148785,0.15850427390720134,1.2771897846350972,0.15734257081206635,0.0,0.24265742918793373,0.0,0.0,0.0,0.6
80,0.24208725024040667,0.16092241034798213,1.2657803360870052,0.14469556655724164,0.0,0.2553044334427584,0.0,0.0,0.0,0.6
81,0.24333963343932552,0.16339077418941847,1.2543229987730318,0.13204856230241668,0.0,0.2679514376975833,0.0,0.0,0.0,0.6
82,0.24459201663824434,0.1659071235989843,1.2428471097506255,0.11940155804759207,0.0,0.28059844195240796,0.0,0.0,0.0,0.6
83,0.24584439983716316,0.16846930837460486,1.2313790224013725,0.10675455379276745,0.0,0.2932454462072326,0.0,0.0,0.0,0.6
84,0.247096783036082,0.17107526910750345,1.219942289371628,0.09410754953794251,0.0,0.3058924504620576,0.0,0.0,0.0,0.6
85,0.2483491662350008,0.17372303580368845,1.2085578500139025,0.08146054528311787,0.0,0.3185394547168821,0.0,0.0,0.0,0.6
86,0.24960154943391966,0.17641072606322006,1.1972442184270753,0.06881354102829369,0.0,0.33118645897170645,0.0,0.0,0.0,0.6
87,0.2508539326328385,0.17913654290544215,1.186017668984373,0.056166536773468355,0.0,0.34383346322653174,0.0,0.0,0.0,0.6
88,0.25210631583175735,0.18189877231782528,1.174892416932534,0.04351953251864368,0.0,0.3564804674813564,0.0,0.0,0.0,0.6
89,0.25335869903067615,0.1846957805961162,1.1638807922447447,0.03087252826381928,0.0,0.3691274717361808,0.0,0.0,0.0,0.6
90,0.254611082229595,0.18752601153424917,1.1529934054183149,0.01822552400899371,0.0,0.3817744759910062,0.0,0.0,0.0,0.6
91,0.25586346542851374,0.19038798351402272,1.1422393043324057,0.005578519754170322,0.0,0.3944214802458298,0.0,0.0,0.0,0.6
92,0.25711584862743264,0.19430567037756943,1.1256543394550096,0.0,0.0,0.41306021584806507,0.0,0.0,0.0,0.5869397841519349
93,0.2583682318263515,0.19921870978864126,1.1041804480790123,0.0,0.0,0.4364276866806173,0.0,0.0,0.0,0.5635723133193826
94,0.25962061502527023,0.20434787598272622,1.082594014619285,0.0,0.0,0.4597951575131688,0.0,0.0,0.0,0.5402048424868311
95,0.26087299822418913,0.20967730875628668,1.0610502965610569,0.0,0.0,0.4831626283457209,0.0,0.0,0.0,0.5168373716542792
96,0.26212538142310793,0.21519212926065248,1.0396781453187183,0.0,0.0,0.5065300991782733,0.0,0.0,0.0,0.49346990082172654
97,0.2633777646220268,0.22087845183270874,1.0185825514850124,0.0,0.0,0.5298975700108257,0.0,0.0,0.0,0.4701024299891741
98,0.2646301478209456,0.22672337279628182,0.9978473654677782,0.0,0.0,0.5532650408433785,0.0,0.0,0.0,0.44673495915662137
99,0.2658825310198645,0.23271494227929576,0.9775380179955757,0.0,0.0,0.5766325116759308,0.0,0.0,0.0,0.423367488324069
100,0.2671349487805688,0.2388396261789609,0.9577142823987194,-4.536226934097279e-06,-2.662005222580026e-06,0.5999912941925662,-1.7394334123126688e-06,-1.2656122297369894e-06,0.0,0.4000180563071712
