metric,unit,optimized,provided,benchmark
alpha,percent,2.7839638157126774,-1.4654372567442195,-4.163336342344337e-15
beta,ratio,0.5874473603620871,0.7054632002112601,1.0000000000000004
calmar_ratio,ratio,2.917769101774434,2.4240996915251207,2.7758611976865577
excess_kurtosis,ratio,-0.13071022627686002,-0.3051740364656843,-0.26007767749767297
historical_var_95,percent,5.484074480182017,5.713447883452888,6.135320192484512
modigliani_modigliani,percent,14.701814948770304,9.47017199875545,13.278096387344767
r_squared,ratio,0.590849498911341,0.5894731886737511,1.0
skewness,ratio,-0.5358124960538527,-0.1400050168167665,-0.27749513151347616
treynor_ratio,ratio,0.14131382260208925,0.07333807914222736,0.09438613628724077
