date,Sample Portfolio_balance,Portfolio 2_balance,Portfolio 3_balance,benchmark_balance
2023-04-30,12430.86206740577,14128.526216168642,14811.109508212747,13607.64813836834
2023-05-31,12357.796325455809,14059.44248048164,15155.788976710666,13670.46586118376
2023-06-30,12795.475292190917,14529.345780487021,15755.1815111995,14556.307054360586
2023-07-31,13051.517976021396,15258.918630934035,16448.63579026464,15032.785567089886
2023-08-31,12812.573495564358,14787.626754757646,16122.150636490986,14788.470498190629
2023-09-30,12131.972235481297,14090.90843471409,15469.236967603372,14086.987203138417
2023-10-31,12020.490812749838,13987.67397938923,15215.334385233866,13781.17650656695
2023-11-30,12970.327411498234,15134.417673161252,16486.493288174,15040.004560240059
2023-12-31,13568.033766470058,15544.964551409126,17114.30067474318,15726.660833914379
2024-01-31,13598.154086697019,15234.854582104588,17038.831335280847,15977.130770604641
2024-02-29,13982.227971601455,15673.210777990196,17678.14148791387,16810.92760005198
2024-03-31,14520.03714718164,16713.03794149527,18413.483469107512,17360.67681285406
2024-04-30,14076.30098012451,16656.88085205625,18017.280753370036,16660.702849078636
2024-05-31,14631.776468263657,17545.979887605707,18811.194609570117,17503.393394870924
2024-06-30,14993.02069418051,17867.520955612115,19362.309620326585,18120.916887024534
2024-07-31,15363.369109441031,18189.946341608604,19487.24098722173,18340.343072767566
2024-08-31,15708.508108688065,18397.859801044426,19584.60982526903,18768.878733293473
2024-09-30,16133.832329937919,19044.021135104864,19990.161543954673,19163.108573344925
2024-10-31,16042.876366913084,19228.69815009892,19834.974733072755,18992.105812548136
2024-11-30,16568.650958875965,19403.769033069864,20162.31756286145,20124.672219743665
2024-12-31,16098.828588280401,18833.518611705887,19603.367690587373,19640.469176303526
2025-01-31,16592.57734194579,19799.136217880925,20235.639044039675,20167.940409812054
2025-02-28,16713.630456575724,19997.97327760465,20056.75568767965,19911.913720757493
2025-03-31,16457.497291158852,20237.677224421797,20040.840486873654,18802.437689635106
2025-04-30,16539.197560681037,20045.432391410584,20115.405589835897,18639.417429333193
2025-05-31,17006.033262422763,21012.251420376517,21104.51219707207,19810.81036942834
2025-06-30,17608.98421748673,22220.082444473737,22435.85705424346,20828.813227691946
2025-07-31,17782.303802835526,22538.2879351022,22615.135361331246,21308.530925532144
2025-08-31,18198.684557566314,23791.2051239259,23193.959904652576,21745.77098586795
2025-09-30,19194.550980835334,26141.112504362354,24781.396836081723,22520.364790078664
2025-10-31,19673.626645651206,26593.05129581344,26246.04414325235,23057.191589061636
2025-11-30,19967.865779859927,27657.328299178855,26626.664646745245,23102.153225938167
2025-12-31,19997.3526483505,29075.012759272664,27943.630834176663,23120.577261482245
2026-01-31,20663.6693450767,31370.700760015374,30069.504485417066,23461.324140177883
2026-02-28,21135.273794550263,33339.36252052374,31865.197656072796,23258.57029192923
2026-03-31,19822.79688923655,30523.058235169672,29211.277052454487,22110.072170167703
2026-04-30,20927.623897035213,32706.154815581613,31978.530987563117,24432.79465844438
2026-05-31,21550.07574910192,34598.6743514869,34450.90246037169,25718.588876155693
2026-06-30,20967.399313268925,33005.10846433868,33230.199633452285,25453.878591306082
2026-07-31,20811.193680111537,32331.238757865478,31546.689848063106,25280.72469537463
