year,portfolio,Jan_pct,Feb_pct,Mar_pct,Apr_pct,May_pct,Jun_pct,Jul_pct,Aug_pct,Sep_pct,Oct_pct,Nov_pct,Dec_pct,ytd_pct
2020,Sample Portfolio,2.4139286856192443,-3.372354426291994,-5.535650639484823,8.493179060667835,2.6963867411812963,1.6494487422859077,6.638857167880899,2.5895287456654374,-2.896992255590513,-2.251433044566808,5.252279630126712,3.3520921176483776,19.592341710238713
2021,Sample Portfolio,-1.9827531405703238,-0.6780961456642469,1.654553043570434,4.491537935145895,1.8063026059074776,0.8233694869341838,2.6781246452342167,1.8611600127433334,-4.113409012486198,5.26794438217062,-0.18008030266922254,3.249133252181989,15.487654646906224
2022,Sample Portfolio,-4.283014165771039,-0.8228840519812701,1.379745783675823,-7.424317872319083,-1.034827868816357,-5.47797092774652,5.148616811210213,-3.9175051517287827,-7.654864010603565,3.2806110280901675,6.469432194291929,-3.2833045681134454,-17.30655701040368
2023,Sample Portfolio,6.453827345264029,-3.553685584137774,4.753986750079904,1.1984276361347965,-0.58777695025305,3.541723420651725,2.0010408209435107,-1.8307792311670785,-5.311979364010541,-0.9189060160014171,7.901812110208742,4.608259575945291,18.797392910301937
2024,Sample Portfolio,0.22199473221680358,2.8244560434873485,3.8463768197206996,-3.0560263900100284,3.9461751274249495,2.4689020277229523,2.4701387586576824,2.246505937522139,2.707604174164784,-0.563759193505802,3.277308756472396,-2.8356102845167195,18.652627678923928
2025,Sample Portfolio,3.066985594373164,0.7295618524791453,-1.532480726328986,0.49643191839427064,2.822601882763308,3.545512029523522,0.9842679350957685,2.3415456138163253,5.472189048163799,2.4958940966850363,1.4956019015119362,0.1476716080509582,24.21619708969476
2026,Sample Portfolio,3.332024535663556,2.2822880176696505,-6.209888350971524,5.573517268890385,2.974307332400459,-2.7038254650092504,-0.7449928854959833,,,,,,4.069743860961372
2020,Portfolio 2,-1.1859577801674772,-6.264017421789701,-11.87189544264022,14.437705191363944,5.314697274390122,5.120402302310188,10.404877653851731,6.13927437571132,-6.60383117270207,-1.0302579856665612,6.340541085766406,6.956615268984153,27.405143389930807
2021,Portfolio 2,1.1939765104366962,1.9708864230692749,0.41517023216007826,3.882242541990762,3.3755026507131096,-0.4748834808095702,-1.6368176499637364,0.36426398754059025,-3.7612278464409648,6.577326676100258,-1.8738383619530075,2.001959975782834,12.238467952958064
2022,Portfolio 2,-1.5845556221757044,0.9229248977590545,2.9287647500689786,-7.980282529380946,0.49579224846850645,-8.96274143713848,3.837628816355268,-3.7418711737717443,-7.717130145362392,4.939737024571329,10.603361412885691,-2.27801013223724,-9.956646577175633
2023,Portfolio 2,8.684844860847937,-6.161082402759717,7.048518027768956,0.5041213874928572,-0.48896632691909525,3.3422612643263476,5.021374406456973,-3.088632212907613,-4.711495168211482,-0.732631652552184,8.198244364729552,2.7126704648565574,20.72838312600038
2024,Portfolio 2,-1.9949223317876643,2.8773244504776416,6.634423400757767,-0.33600767039241203,5.337728254445058,1.8325626158590538,1.8045334145541796,1.143013044300362,3.5121548976243018,0.9697375028303881,0.9104666452421447,-2.93886419897134,21.155108134348623
2025,Portfolio 2,5.127122690578186,1.0042713860625516,1.1986411997338988,-0.9499352661837203,4.8231388083213025,5.748222786473664,1.4320626011340372,5.559061062807473,9.877210373312463,1.7288429915737722,4.0020868290994756,5.125890848017669,54.37907997287994
2026,Portfolio 2,7.8957420233996976,6.275479070641585,-8.447384930111827,7.152286522510082,5.786432390406428,-4.605858221500736,-2.041713352347567,,,,,,11.19939662813849
2020,Portfolio 3,-0.6085951646063859,-6.6025468334814095,-12.146167797479874,12.427163719390713,6.25570098525262,4.434389335713315,8.63080337351421,8.176977173883593,-5.758264315223579,-1.6039918628207936,8.834426015916716,7.562293410108246,29.79158425426234
2021,Portfolio 3,0.3025480326597652,2.203325650701136,0.6380708527096695,2.864829651218626,2.6925449531572982,1.7315405115878855,-0.4252390187965066,1.8775310438485693,-2.579658706841393,4.977001572808687,-1.3240843195641359,2.14865540561681,15.935398727897887
2022,Portfolio 3,-3.141104021306932,-0.04578654416589163,2.9893278056257158,-7.922150656837404,0.8265162706361265,-9.198423176997956,7.2216937093301405,-3.580140942993598,-7.995831370613092,6.729771625346828,7.524061986291749,-3.651770767319179,-11.600908013744448
2023,Portfolio 3,7.035583742101265,-4.043934843775253,7.13435711511948,1.19238104424281,2.327168456264497,3.954875166247694,4.401436305714435,-1.984876788182586,-4.049792633805349,-1.6413387609307721,8.354459197254085,3.808010445857008,28.661544371513493
2024,Portfolio 3,-0.4409723826677049,3.7520774755793136,4.159611357881594,-2.151698870027456,4.406402203904061,2.9297182991030883,0.6452296722080697,0.49965430258265464,2.07076741535275,-0.7763159419231807,1.650331468498836,-2.772250117236784,14.543784541062088
2025,Portfolio 3,3.2253200747537445,-0.8840015181665969,-0.0793508235021976,0.3720657474973642,4.9171596506906,6.308342238566844,0.7990704640983403,2.5594564616714113,6.844182442131045,5.910269372056135,1.4502014147939577,4.94604264147819,42.54505284616934
2026,Portfolio 3,7.607721644534247,5.971808320042616,-8.328586667694907,9.473238469305857,7.731347865135235,-3.543311610845495,-5.066204247820451,,,,,,12.894025959860954
2020,benchmark,-0.04041179883058632,-7.916557574869576,-12.487124092725288,12.698350796282853,4.764503076506532,1.7734723966103427,5.8892149898498,6.979656935006617,-3.7443659052968314,-2.493351001575461,10.877713697263092,3.70481790967383,18.33161370813987
2021,benchmark,-1.0190452682016349,2.7805350997640366,4.539944465590406,5.291049330189002,0.656605549801359,2.242745153947201,2.4412504366023047,2.975971568896907,-4.660541484392821,7.016362155059053,-0.8034774668620681,4.624778608054636,28.728778277901856
2022,benchmark,-5.274138152968611,-2.9516983607058456,3.7590386469008807,-8.776903262193148,0.22572130442772842,-8.246018486849604,9.2087138650766,-4.080185087231037,-9.244592114023042,8.1275540632878,5.559150717499772,-5.762832126779283,-18.175380540201335
2023,benchmark,6.288748024704605,-2.514265353436773,3.707769638986469,1.5974920274512527,0.4616354139720835,6.479963464098937,3.2733474977539867,-1.6252148865484872,-4.74344723572353,-2.17087367342349,9.134401936389525,4.56553235023327,26.175807237040026
2024,benchmark,1.5926453767612703,5.218689396855836,3.270189640221788,-4.031950892934977,5.0579531573536896,3.528021556863159,1.2109000174276519,2.3365738515666923,2.100444281480396,-0.8923539734813524,5.963353502628643,-2.406017042926545,24.886454815309953
2025,benchmark,2.6856345883270905,-1.2694736490296177,-5.571920643497963,-0.8670166230189347,6.284493303163585,5.1386230006752465,2.3031446515753284,2.051948404438786,3.562043418529992,2.383739357630099,0.19500049129079766,0.07975029584423865,17.719067981214565
2026,benchmark,1.4737818820090842,-0.8642046247570145,-4.937956664344334,10.505268686597248,5.262575303750272,-1.0292566443839024,-0.6802652700268363,,,,,,9.342964967795542
