portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct
Sample Portfolio,10000.0,20811.193680111537,0.11949266539521826,0.24216197089694758,-0.17306557010403678,0.732774133212213,1.1418618346071998,11.776089069380081,12.441398352842757,-22.245436356953128
Portfolio 2,10000.0,32331.238757865478,0.1944749012203708,0.5437907997287994,-0.09956646577175632,0.9544272816347319,1.608274257625448,19.511855477247607,17.40830212649575,-22.346467953973082
Portfolio 3,10000.0,31546.689848063106,0.19008770560155763,0.4254505284616934,-0.11600908013744449,0.9504806418521407,1.5763780592174221,19.066736449839382,17.01900933307231,-20.051039000287428
benchmark,10000.0,25280.72469537463,0.15606889507417696,0.28728778277901856,-0.18175380540201336,0.7491420687604599,1.195563284416815,15.12859856215778,17.05198305440875,-23.927182389219894
