year,Sample Portfolio_return_pct,Portfolio 2_return_pct,Portfolio 3_return_pct,benchmark_return_pct
2020,19.592341710238713,27.405143389930807,29.79158425426234,18.33161370813987
2021,15.487654646906224,12.238467952958064,15.935398727897887,28.728778277901856
2022,-17.30655701040368,-9.956646577175633,-11.600908013744448,-18.175380540201335
2023,18.797392910301937,20.72838312600038,28.661544371513493,26.175807237040026
2024,18.652627678923928,21.155108134348623,14.543784541062088,24.886454815309953
2025,24.21619708969476,54.37907997287994,42.54505284616934,17.719067981214565
2026,4.069743860961372,11.19939662813849,12.894025959860954,9.342964967795542
