portfolio,3m_pct,1y_pct,3y_pct,5y_pct,10y_pct,ytd_pct,full_period_pct,3y_annualized_volatility_pct,5y_annualized_volatility_pct
Sample Portfolio,-0.556347043966976,17.03316910373016,16.827564136305618,9.810752029903824,,4.069743860961372,11.776089069380081,10.516400492334808,12.513785721500234
Portfolio 2,-1.1463165261405783,43.45028713343959,28.439772960523936,18.42849120507728,,11.19939662813849,19.511855477247607,14.278556575895166,16.12908895622468
Portfolio 3,-1.3504095596760246,39.493703416003356,24.24377464181262,17.098531528279537,,12.894025959860954,19.066736449839382,14.318521535711914,15.73923505552594
benchmark,3.4704586551959737,18.641330947329404,18.918663298828477,12.595379606053525,,9.342964967795542,15.12859856215778,13.096233307210492,15.889112627293112
