point,expected_return,volatility,sharpe,weight_QQQ,weight_SPMO,weight_AIA,weight_GLD,weight_XLE,weight_144600,weight_SCHD
1,0.16905204432949728,0.10552906318851034,1.2381159539897812,0.004669153403780781,0.10047181846505818,0.11571574137323544,0.4352738184656147,0.0,0.0,0.34386946829231085
2,0.16964440339213402,0.1055354894043482,1.2436534529447063,0.0085896302212557,0.1050810723674156,0.11248376131440896,0.4360258562713875,0.0,0.0,0.3378196798255323
3,0.17023676245477062,0.10555476570447841,1.249038202952214,0.01251010703873017,0.1096903262697726,0.10925178125558274,0.4367778940771602,0.0,0.0,0.3317698913587542
4,0.17082912151740734,0.10558688505103625,1.2542684052776751,0.016430583856204946,0.11429958017213031,0.10601980119675625,0.437529931882933,0.0,0.0,0.3257201028919754
5,0.171421480580044,0.10563183572851279,1.2593424328602265,0.020351060673679665,0.11890883407448746,0.1027878211379299,0.4382819696887057,0.0,0.0,0.3196703144251972
6,0.1720138396426807,0.10568960136509005,1.2642588327578745,0.0242715374911543,0.12351808797684456,0.09955584107910363,0.43903400749447846,0.0,0.0,0.313620525958419
7,0.1726061987053174,0.10576016096238289,1.2690163280561502,0.028192014308629266,0.12812734187920244,0.09632386102027696,0.43978604530025134,0.0,0.0,0.3075707374916399
8,0.17319855776795406,0.1058434889334625,1.273613819235402,0.032112491126103704,0.13273659578155977,0.09309188096145071,0.4405380831060241,0.0,0.0,0.30152094902486176
9,0.17379091683059072,0.10593955514900097,1.2780503849950389,0.03603296794357843,0.1373458496839167,0.08985990090262451,0.44129012091179676,0.0,0.0,0.2954711605580836
10,0.17438327589322739,0.1060483249913444,1.2823252825362381,0.039953444761052635,0.14195510358627395,0.08662792084379842,0.44204215871756947,0.0,0.0,0.28942137209130564
11,0.17497563495586413,0.1061697594162893,1.2864379473078287,0.043873921578527625,0.14656435748863147,0.0833959407849718,0.44279419652334234,0.0,0.0,0.28337158362452686
12,0.17556799401850076,0.10630381502230789,1.2903879922231205,0.04779439839600218,0.1511736113909889,0.08016396072614544,0.44354623432911505,0.0,0.0,0.27732179515774846
13,0.17616035308113742,0.10645044412693977,1.2941752063584464,0.05171487521347686,0.15578286529334617,0.07693198066731909,0.44429827213488776,0.0,0.0,0.27127200669097007
14,0.17675271214377414,0.10660959485004042,1.2977995531470197,0.05563535203095168,0.16039211919570373,0.07370000060849259,0.4450503099406606,0.0,0.0,0.26522221822419145
15,0.1773450712064108,0.10678121120355472,1.3012611680843933,0.05955582884842624,0.16500137309806093,0.07046802054966636,0.44580234774643335,0.0,0.0,0.25917242975741317
16,0.17793743026904751,0.10696523318746105,1.3045603559643195,0.063476305665901,0.1696106270004184,0.0672360404908399,0.44655438555220617,0.0,0.0,0.2531226412906346
17,0.17852978933168417,0.1071615968915126,1.3076975876660928,0.06739678248337583,0.1742198809027758,0.06400406043201351,0.4473064233579788,0.0,0.0,0.24707285282385602
18,0.17912214839432086,0.10737023460238654,1.310673496516566,0.07131725930085044,0.1788291348051334,0.06077208037318707,0.4480584611637516,0.0,0.0,0.24102306435707743
19,0.1797145074569575,0.10759107491583758,1.313488874251856,0.0752377361183247,0.18343838870749027,0.05754010031436101,0.44881049896952435,0.0,0.0,0.23497327589029982
20,0.1803068665195942,0.10782404285344055,1.3161446666053949,0.07915821293579962,0.18804764260984788,0.05430812025553444,0.4495625367752971,0.0,0.0,0.22892348742352095
21,0.18089922558223093,0.10806905998349925,1.31864196855032,0.08307868975327445,0.19265689651220524,0.051076140196708045,0.4503145745810699,0.0,0.0,0.22287369895674242
22,0.18149158464486753,0.10832604454569128,1.3209820192253332,0.08699916657074871,0.19726615041456252,0.04784416013788192,0.4510666123868426,0.0,0.0,0.21682391048996436
23,0.18208394370750425,0.10859491157901642,1.3231661965740034,0.0909196433882237,0.2018754043169201,0.044612180079055236,0.4518186501926154,0.0,0.0,0.21077412202318555
24,0.18267630277014094,0.10887557305261386,1.3251960117280885,0.09484012020569865,0.20648465821927733,0.041380200020228866,0.4525706879983881,0.0,0.0,0.204724333556407
25,0.1832686618327776,0.10916724280226756,1.327081554207408,0.09860852191299217,0.2104985976361088,0.03865081456818155,0.4537392121848846,0.0016178480810448883,0.0,0.196885005616788
26,0.18386102089541426,0.10946736985657611,1.328854374593971,0.10229179058392536,0.2141792745638825,0.036202786169782966,0.45514088925321616,0.004141382301961958,0.0,0.18804387712723106
27,0.18445337995805097,0.1097756681907105,1.3305184544001156,0.10597505925485845,0.2178599514916567,0.03375475777138421,0.45654256632154777,0.006664916522879151,0.0,0.1792027486376737
28,0.18504573902068766,0.11009206915691451,1.3320751672444167,0.10965832792579133,0.22154062841943065,0.03130672937298559,0.4579442433898793,0.009188450743796142,0.0,0.17036162014811687
29,0.18563809808332432,0.11041650310038834,1.3335259346444526,0.1133415965967244,0.2252213053472044,0.028858700974587047,0.45934592045821093,0.011711984964713165,0.0,0.1615204916585601
30,0.186230457145961,0.11074889942441246,1.334872222912281,0.11702486526765692,0.22890198227497846,0.026410672576188534,0.4607475975265423,0.014235519185630045,0.0,0.15267936316900377
31,0.18682281620859767,0.11108918665492394,1.3361155400610885,0.12070813393858983,0.23258265920275226,0.023962644177789913,0.46214927459487387,0.016759053406546997,0.0,0.1438382346794471
32,0.18741517527123439,0.1114372925044385,1.3372574327314355,0.1243914026095225,0.2362633361305267,0.021514615779391375,0.46355095166320553,0.019282587627464154,0.0,0.13499710618988983
33,0.18800753433387105,0.11179314393521803,1.338299483145065,0.1280746712804554,0.23994401305830051,0.019066587380992688,0.46495262873153703,0.02180612184838105,0.0,0.12615597770033338
34,0.18859989339650776,0.11215666722158925,1.339243306093778,0.13175793995138826,0.24362468998607476,0.016618558982594067,0.4663543057998686,0.024329656069298215,0.0,0.11731484921077609
35,0.18919225245914445,0.11252778801132451,1.3400905459704024,0.13544120862232156,0.2473053669138486,0.01417053058419541,0.4677559828682002,0.026853190290215375,0.0,0.10847372072121879
36,0.18978461152178108,0.112906431386003,1.3408428738483888,0.13912447729325383,0.2509860438416226,0.011722502185796983,0.4691576599365317,0.029376724511132116,0.0,0.09963259223166285
37,0.19037697058441777,0.11329252192027577,1.3415019846160818,0.1428077459641871,0.2546667207693966,0.009274473787398168,0.4705593370048633,0.031900258732049304,0.0,0.09079146374210546
