portfolio,3m_pct,1y_pct,3y_pct,5y_pct,10y_pct,ytd_pct,full_period_pct,3y_annualized_volatility_pct,5y_annualized_volatility_pct
Current Portfolio,-7.68542289616464,30.83936217472074,29.299795910035108,,,12.899210024064933,21.73337788294363,11.652065287405886,
KAW Native Proxy,-8.279832385844122,14.505436291011065,16.84107899773606,,,3.4441248363665578,9.6009546643133,9.776478045825558,
QQQ 100%,-10.317594774175321,25.845225808695858,26.19572404080406,,,11.548152492830766,18.358808403619253,18.225318315674315,
benchmark,-5.867600792947014,20.246420162467672,22.714778693228688,,,8.88832490115481,16.737915469204733,12.50799474550122,
