portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct
Current Portfolio,10000.0,25871.01214693216,0.20493224125561804,0.40185837293037663,-0.0508694870789802,1.436570766882716,2.409251912033349,21.73337788294363,11.592705177398864,-10.45851526207695
KAW Native Proxy,10000.0,15575.283568443929,0.09667326318977329,0.21437253943508683,-0.13834181894654607,0.6005194712767875,0.8976131342705181,9.6009546643133,9.704670438022331,-13.834181894654607
QQQ 100%,10000.0,22584.10184024141,0.18965914365875267,0.5792847246746433,-0.27823438892581465,0.7540591490179661,1.1844610045876145,18.358808403619253,20.06000673415896,-27.8234388925815
benchmark,10000.0,21127.965610355954,0.16581394949821973,0.4341167375810251,-0.133362676099248,0.890905328598423,1.4704371693953773,16.737915469204733,14.302206735307024,-13.40306703767431
