kind,label,expected_return,volatility,sharpe,weight_QQQ,weight_SPMO,weight_AIA,weight_GLD,weight_XLE,weight_144600,weight_SCHD
provided,Provided Portfolio,0.17667856985070512,0.12488326445205926,1.1073040320593415,0.2,0.2,0.15,0.15,0.15,0.05,0.1
optimized,Optimized Portfolio,0.17550428244123725,0.10925022527210555,1.2550038639603427,0.23624916980337543,0.16253878227409907,0.07287822684278895,0.3863202522481196,0.003044383716981997,0.0,0.13896918511463496
benchmark,Benchmark,0.16577789591619946,0.14201427369283476,0.8969736986122375,,,,,,,
