portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
optimized,1,2022-04-30,2022-12-31,2023-05-31,-0.11396921289410855,14
optimized,2,2026-06-30,2026-07-31,,-0.08704032093674341,3
optimized,3,2026-03-31,2026-03-31,2026-05-31,-0.05976775505533982,3
optimized,4,2022-01-31,2022-01-31,2022-03-31,-0.04822945338272322,3
optimized,5,2023-09-30,2023-10-31,2023-11-30,-0.031749823002083954,3
optimized,6,2025-04-30,2025-04-30,2025-05-31,-0.0038482386737607177,2
optimized,7,2025-02-28,2025-02-28,2025-03-31,-0.003062700234740534,2
provided,1,2022-01-31,2022-12-31,2024-03-31,-0.15777794674940682,27
provided,2,2026-06-30,2026-07-31,,-0.08398030062239359,3
provided,3,2026-03-31,2026-03-31,2026-05-31,-0.06006556473034852,3
provided,4,2025-04-30,2025-05-31,2025-06-30,-0.014265943121118063,3
provided,5,2024-08-31,2024-08-31,2024-09-30,-0.006388614857691488,2
benchmark,1,2022-01-31,2022-06-30,2023-04-30,-0.13403065561027627,16
benchmark,2,2025-02-28,2025-04-30,2025-07-31,-0.08727148613561175,6
benchmark,3,2026-07-31,2026-07-31,,-0.0823418340649481,2
benchmark,4,2023-09-30,2023-10-31,2023-12-31,-0.05163032128596701,4
benchmark,5,2025-12-31,2026-03-31,2026-04-30,-0.015483721436609477,5
benchmark,6,2024-04-30,2024-04-30,2024-05-31,-0.01496603876144631,2
benchmark,7,2023-05-31,2023-05-31,2023-06-30,-0.008622137250695161,2
benchmark,8,2024-07-31,2024-08-31,2024-09-30,-0.004621226634255238,3
benchmark,9,2023-07-31,2023-07-31,2023-08-31,-0.00250113186812162,2
