point,ex_ante_sharpe,ex_post_sharpe,cagr_pct,monthly_gain_to_pain_ratio,pain_ratio,expected_return_pct,volatility_pct,maximum_drawdown_pct,mdd_depth_pct,tuw_pct,pain_area_pct_months,pain_index_pct,max_underwater_months,observations,delta_cagr_pct,delta_sharpe,delta_monthly_gain_to_pain_ratio,delta_pain_ratio,delta_mdd_depth_pct,delta_tuw_pct,delta_pain_index_pct,mdd_cost_per_0_10_sharpe,tuw_cost_per_0_10_sharpe,pain_cost_per_0_10_sharpe,segment
1,1.0481372446109147,1.0481372446109147,13.388244819062201,1.9297238760061448,7.509071850432468,13.006197805090371,8.745720175102177,-7.610978663024981,7.610978663024981,50.0,165.3119177153571,1.2716301362719777,14,130,,,,,,,,,,,gmv_to_max_sharpe
2,1.05759507264394,1.0575950726439405,13.48196925967844,1.9482382915469263,7.6720485890221255,13.089787611942342,8.746546851997246,-7.627565182982076,7.627565182982076,50.0,163.3883350179982,1.2568333462922938,14,130,0.09372444061623852,0.00945782803302575,0.01851441554078148,0.16297673858965744,0.01658651995709537,0.0,-0.014796789979683922,0.17537345677228397,0.0,-0.15645019055130918,gmv_to_max_sharpe
3,1.066849523418948,1.0668495234189483,13.575603271666292,1.965323255302174,7.8359271731893925,13.173377418794312,8.749026414016813,-7.685913008426015,7.685913008426015,50.0,161.52468479116337,1.2424975753166412,14,130,0.09363401198785226,0.00925445077500786,0.017084963755247706,0.16387858416726697,0.05834782544393846,0.0,-0.01433577097565264,0.6304839353785304,0.0,-0.1549067721486742,gmv_to_max_sharpe
4,1.0758956997901894,1.0758956997901896,13.66914655513165,1.9824555453277846,8.003551641964737,13.256967225646289,8.753157456491465,-7.744360494671554,7.744360494671554,50.0,159.6611542863404,1.2281627252795415,14,130,0.09354328346535823,0.009046176371241277,0.017132290025610564,0.16762446877534476,0.05844748624553908,0.0,-0.014334850037099667,0.6461015554743067,0.0,-0.15846308372531434,gmv_to_max_sharpe
5,1.0847290689153974,1.084729068915398,13.762598810062387,1.9993551399761487,8.17505402906849,13.340557032498255,8.758937642721728,-7.802907641718704,7.802907641718704,50.0,157.79774446755687,1.2138288035965914,14,130,0.09345225493073706,0.00883336912520849,0.016899594648364102,0.17150238710375199,0.05854714704715036,0.0,-0.014333921682950113,0.6627952055130324,0.0,-0.1622701540009718,gmv_to_max_sharpe
6,1.0933454733541212,1.093345473354122,13.855959736328828,2.016128042414178,8.344289921751557,13.424146839350223,8.76636371057182,-7.861554449567453,7.861554449567453,50.76923076923077,156.05186532501548,1.2003989640385806,14,130,0.0933609262664401,0.008616404438723801,0.016772902438029424,0.1692358926830675,0.058646807848749205,0.7692307692307665,-0.013429839558010803,0.6806413077034664,8.927514657665016,-0.15586361635550075,gmv_to_max_sharpe
7,1.1017411403427095,1.1017411403427098,13.949229033683608,2.0325558331336335,8.513842586988483,13.5077366462022,8.77543148164013,-7.920300918217816,7.920300918217816,50.0,154.36825409090184,1.1874481083915527,14,130,0.09326929735478018,0.008395666988587847,0.016427790719455437,0.16955266523692636,0.05874646865036226,-0.7692307692307665,-0.012950855647027915,0.6997236637686536,-9.162235356361501,-0.15425642375563364,gmv_to_max_sharpe
8,1.109912689201684,1.1099126892016842,14.042406401762065,2.0487916817658696,8.684227899796069,13.591326453054172,8.786135872946543,-7.979147047669787,7.979147047669787,50.76923076923077,152.7343695850642,1.1748797660389554,14,130,0.09317736807845733,0.00817154885897442,0.01623584863223604,0.17038531280758562,0.05884612945197176,0.7692307692307665,-0.012568342352597295,0.7201343401054732,9.413524687990543,-0.15380612133027985,gmv_to_max_sharpe
9,1.117857136848753,1.1178571368487533,14.135491540082334,2.0650857113491385,8.854987394904462,13.674916259906144,8.79847091106079,-8.038092837923362,8.038092837923362,50.0,151.15562359357315,1.162735566104409,13,130,0.09308513832026932,0.007944447647069142,0.016294029583268976,0.17075949510839372,0.05894579025357416,-0.7692307692307665,-0.012144199934546407,0.74197468310236,-9.682621163908738,-0.15286399349647214,gmv_to_max_sharpe
10,1.1255719014083083,1.1255719014083088,14.228484148045473,2.0806186436008636,9.011805586677454,13.758506066758116,8.812429748580975,-8.097138288978535,8.097138288978535,50.76923076923077,149.86676838899285,1.152821295299945,13,130,0.09299260796313824,0.007714764559555443,0.015532932251725029,0.1568181917729916,0.059045451055173004,0.7692307692307665,-0.009914270804463943,0.7653564875423167,9.970891053026419,-0.1285103482799642,gmv_to_max_sharpe
