portfolio,rank,start,bottom,recovery,duration_months,maximum_drawdown_pct
optimized,1,2026-06-30,2026-07-31,,3,-11.920916840013106
optimized,2,2022-04-30,2022-12-31,2023-03-31,12,-6.027387294796949
optimized,3,2026-03-31,2026-03-31,2026-05-31,3,-4.216713099394664
optimized,4,2023-09-30,2023-09-30,2023-10-31,2,-3.1077231403467964
optimized,5,2022-01-31,2022-01-31,2022-03-31,3,-1.8338112192770595
optimized,6,2023-05-31,2023-05-31,2023-08-31,4,-1.6594981026200828
optimized,7,2025-04-30,2025-05-31,2025-07-31,4,-1.5831104294212417
optimized,8,2024-08-31,2024-08-31,2024-09-30,2,-0.5161974570196737
optimized,9,2025-12-31,2025-12-31,2026-01-31,2,-0.19893633186239823
provided,1,2022-01-31,2022-12-31,2024-02-29,26,-16.583119055138717
provided,2,2026-07-31,2026-07-31,,2,-12.596248663653952
provided,3,2025-04-30,2025-05-31,2025-07-31,4,-3.749051046161256
provided,4,2026-03-31,2026-03-31,2026-04-30,2,-3.394665482921
provided,5,2024-08-31,2024-08-31,2024-09-30,2,-1.0938059860168048
provided,6,2025-12-31,2025-12-31,2026-01-31,2,-0.8776144615645798
provided,7,2024-04-30,2024-04-30,2024-05-31,2,-0.42348175898222484
benchmark,1,2022-01-31,2022-06-30,2023-04-30,16,-13.403055217607374
benchmark,2,2025-02-28,2025-04-30,2025-07-31,6,-8.727148613561198
benchmark,3,2026-07-31,2026-07-31,,2,-8.234183406494822
benchmark,4,2023-09-30,2023-10-31,2023-12-31,4,-5.163046445148267
benchmark,5,2025-12-31,2026-03-31,2026-04-30,5,-1.5483721436609477
benchmark,6,2024-04-30,2024-04-30,2024-05-31,2,-1.496603628179638
benchmark,7,2023-05-31,2023-05-31,2023-06-30,2,-0.8622288468976391
benchmark,8,2024-07-31,2024-08-31,2024-09-30,3,-0.46212266342552377
benchmark,9,2023-07-31,2023-07-31,2023-08-31,2,-0.25010651050321187
