ticker,name,min_weight_pct,max_weight_pct,provided_weight_pct,optimized_weight_pct
QQQ,Invesco QQQ Trust  Series 1,0.0,60.0,10.0,2.8010789919517585
SPY,State Street SPDR S&P 500 ETF Trust,0.0,60.0,10.0,36.84089531080236
EWY,Ishares Msci South Korea ETF,0.0,60.0,8.0,1.5105627029744555
EEM,iShares MSCI Emerging Markets ETF,0.0,60.0,17.0,0.0
EWJ,iShares MSCI Japan ETF,0.0,60.0,5.0,0.0
TLT,iShares 20+ Year Treasury Bond ETF,0.0,60.0,30.0,0.0
GLD,SPDR Gold Shares,0.0,60.0,20.0,58.847462182237784
