point,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPY_pct,weight_EWY_pct,weight_EEM_pct,weight_EWJ_pct,weight_TLT_pct,weight_GLD_pct
1,1.0230451866394354,14.314897752581917,10.239445071210925,0.0,26.39537782250186,0.0,0.0,26.320898190514946,17.404843492238324,29.87888049474488
2,1.035255819936136,14.440136072473797,10.239646191515304,0.0,26.643809595427488,0.0,0.0,26.38432362239522,16.863520925703895,30.108345856473395
3,1.0474248311678687,14.565374392365682,10.240249528728212,0.0,26.89224136835307,0.0,0.0,26.447749054275576,16.32219835916945,30.337811218201903
4,1.0595508012615114,14.690612712257565,10.241255011762924,0.0,27.140673141278697,0.0,0.0,26.511174486155873,15.780875792635015,30.567276579930414
5,1.0716323270195898,14.81585103214945,10.242662522188088,0.0,27.38910491420432,0.0,0.0,26.574599918036174,15.23955322610058,30.796741941658933
6,1.0836680219309633,14.941089352041331,10.244471894297428,0.0,27.63753668712992,0.0,0.0,26.638025349916493,14.698230659566136,31.026207303387448
7,1.0956565169641994,15.066327671933216,10.246682915207234,0.0,27.885968460055544,0.0,0.0,26.701450781796787,14.156908093031703,31.25567266511597
8,1.107596461342574,15.191565991825101,10.249295324981423,0.0,28.134400232981154,0.0,0.0,26.76487621367711,13.615585526497256,31.485138026844485
9,1.1194865232996822,15.31680431171698,10.252308816784081,0.0,28.38283200590676,0.0,0.0,26.828301645557417,13.074262959962834,31.714603388572986
10,1.1313253908146812,15.44204263160886,10.255723037059237,0.0,28.631263778832384,0.0,0.0,26.89172707743771,12.532940393428404,31.9440687503015
11,1.1431117723262263,15.567280951500747,10.259537585737617,0.0,28.879695551758,0.0,0.0,26.955152509318037,11.991617826893949,32.17353411203002
12,1.1548443974242084,15.692519271392625,10.263752016470116,0.0,29.12812732468361,0.0,0.0,27.01857794119834,11.450295260359516,32.40299947375853
13,1.1665220175184559,15.81775759128451,10.268365836887694,0.0,29.376559097609224,0.0,0.0,27.08200337307864,10.908972693825087,32.63246483548705
14,1.1781434064835865,15.942995911176395,10.27337850888726,0.0,29.624990870534866,0.0,0.0,27.145428804958925,10.36765012729065,32.86193019721556
15,1.18970736127928,16.068234231068278,10.278789448943257,0.0,29.873422643460483,0.0,0.0,27.208854236839226,9.82632756075621,33.09139555894408
16,1.2012127025452612,16.19347255096016,10.284598028444487,0.0,30.121854416386057,0.0,0.0,27.2722796687196,9.285004994221765,33.32086092067258
17,1.2126582751703592,16.31871087085204,10.2908035740557,0.0,30.370286189311685,0.0,0.0,27.33570510059988,8.74368242768733,33.550326282401095
18,1.2240429488350437,16.44394919074393,10.29740536810352,0.0,30.6187179622373,0.0,0.0,27.399130532480182,8.20235986115289,33.77979164412962
19,1.235365618526909,16.56918751063581,10.304402648986171,0.0,30.867149735162926,0.0,0.0,27.4625559643605,7.66103729461845,34.00925700585813
20,1.2466252050286308,16.694425830527692,10.311794611606437,0.0,31.115581508088525,0.0,0.0,27.525981396240816,7.1197147280840225,34.23872236758664
21,1.2578206553779532,16.819664150419577,10.319580407827356,0.0,31.364013281014113,0.0,0.0,27.589406828121177,6.578392161549562,34.46818772931515
22,1.2689509432993582,16.944902470311458,10.327759146949992,0.0,31.61244505393976,0.0,0.0,27.652832260001425,6.037069595015136,34.69765309104368
23,1.2800150696070995,17.070140790203343,10.336329896212709,0.0,31.860876826865393,0.0,0.0,27.716257691881708,5.495747028480712,34.92711845277219
24,1.2910120625793373,17.19537911009522,10.345291681311277,0.0,32.109308599791,0.0,0.0,27.779683123762023,4.954424461946281,35.1565838145007
25,1.301940978303194,17.320617429987106,10.3546434869392,0.0,32.3577403727166,0.0,0.0,27.84310855564236,4.413101895411844,35.38604917622921
26,1.3128009009905717,17.44585574987899,10.364384257347506,0.0,32.60617214564221,0.0,0.0,27.906533987522675,3.871779328877382,35.61551453795773
27,1.3235909432646589,17.571094069770872,10.374512896923378,0.0,32.85460391856784,0.0,0.0,27.96995941940295,3.3304567623429704,35.84497989968624
28,1.3343102464170884,17.696332389662754,10.385028270786874,0.0,33.10303569149342,0.0,0.0,28.033384851283305,2.789134195808528,36.074445261414745
29,1.3449579806357754,17.821570709554642,10.395929205404972,0.0,33.35146746441907,0.0,0.0,28.096810283163578,2.247811629274073,36.303910623143274
30,1.355533345203504,17.946809029446523,10.407214489222264,0.0,33.59989923734468,0.0,0.0,28.16023571504389,1.7064890627396485,36.53337598487178
31,1.366035568667409,18.0720473493384,10.41888287330748,0.0,33.84833101027026,0.0,0.0,28.223661146924243,1.16516649620521,36.76284134660029
32,1.3764639089795148,18.19728566923029,10.4309330720151,0.0,34.0967627831959,0.0,0.0,28.287086578804516,0.6238439296707777,36.99230670832881
33,1.3868176536085703,18.322523989122168,10.443363763661264,0.0,34.345194556121506,0.0,0.0,28.35051201068483,0.08252136313634126,37.22177207005733
34,1.3969574840858343,18.447762309014053,10.45721127293504,0.0,35.22954537634256,0.0,0.0,26.678925110185887,0.0,38.091529513471556
35,1.4066371131551252,18.573000628905938,10.474284897287806,0.0,36.22827450734078,0.0,0.0,24.695273677889933,0.0,39.07645181476929
36,1.4158474718182226,18.698238948797815,10.494602339541279,0.0,37.22700363833892,0.0,0.0,22.711622245594096,0.0,40.061374116066986
37,1.4245853039959,18.823477268689704,10.51814480188695,0.0,38.22573276933712,0.0,0.0,20.72797081329813,0.0,41.04629641736475
38,1.432848692597907,18.948715588581585,10.544890683862961,0.0,39.22446190033528,0.0,0.0,18.744319381002274,0.0,42.03121871866245
39,1.4406370391732015,19.073953908473467,10.574815679177606,0.0,40.22319103133344,0.0,0.0,16.76066794870639,0.0,43.016141019960166
40,1.4479510341291886,19.19919222836535,10.607892882912397,0.0,41.221920162331664,0.0,0.0,14.777016516410427,0.0,44.00106332125791
41,1.4547926181615156,19.324430548257233,10.644092908036297,0.0,42.22064929332983,0.0,0.0,12.793365084114546,0.0,44.98598562255562
42,1.461164935639268,19.449668868149114,10.683384010100735,0.0,43.21937842432797,0.0,0.0,10.80971365181869,0.0,45.97090792385334
43,1.4670722807745802,19.574907188041003,10.72573221894178,0.0,44.2181075553262,0.0,0.0,8.8260622195227,0.0,46.95583022515109
44,1.4725200374697507,19.70014550793288,10.771101476191633,0.0,45.21683668632434,0.0,0.0,6.842410787226871,0.0,47.94075252644878
45,1.4775146137786512,19.825383827824766,10.819453777395227,0.0,46.215565817322535,0.0,0.0,4.858759354930955,0.0,48.92567482774651
46,1.4820633719427678,19.950622147716647,10.870749317538706,0.0,47.21429494832069,0.0,0.0,2.8751079226350718,0.0,49.910597129044234
47,1.4861745549666054,20.07586046760853,10.924946638823775,0.0,48.21302407931883,0.0,0.0,0.8914564903392503,0.0,50.89551943034193
48,1.4896420370592813,20.201098787500413,10.98358909176554,0.0,47.664859461499724,0.0,0.0,0.0,0.0,52.33514053850027
49,1.491431830761052,20.3263371073923,11.0543800988602,0.0,45.85411028182777,0.0,0.0,0.0,0.0,54.145889718172235
50,1.4914615394190884,20.451575427284176,11.138130102324835,0.0,44.04336110215584,0.0,0.0,0.0,0.0,55.95663889784416
51,1.490089089392501,20.576813747176065,11.232436441353363,0.0,42.601101442226614,0.47553069201170267,0.0,0.0,0.0,56.92336786576169
52,1.4880452324282198,20.702052067067946,11.332027374551378,0.47615143163778073,40.88333549480379,0.999142832347088,0.0,0.0,0.0,57.641370241211334
53,1.4855382461338669,20.827290386959827,11.435456254694305,1.9216707517897411,38.369599859858376,1.3172695450904104,0.0,0.0,0.0,58.39145984326146
