year,optimized,provided,benchmark
2015,-0.009751472920787041,-0.019756962558605595,0.017096626624470312
2016,0.1349021677329023,0.16803390182039557,0.14842071497407616
2017,0.08320310148012133,0.07728535538651315,0.07992846019908262
2018,0.020818251462403792,-0.03356594846456018,-0.003921043234882182
2019,0.3165853773865117,0.2718156704286123,0.35931830713271795
2020,0.2382975155836633,0.1677022517093414,0.11175514140454834
2021,0.2223987185998586,0.2524103268769038,0.40988854779442474
2022,-0.059136554442513756,0.03137760488742858,-0.1333625906278002
2023,0.2763475081663298,0.18371547695176904,0.2793587120608041
2024,0.46842036128097586,0.3687488233662324,0.43411649081727344
2025,0.3614921927053163,0.3099696605483324,0.15354082673803182
2026,0.10845895265401562,0.19892445046612184,0.0888832490115481
