metric,SPY Candidate,benchmark
alpha,0.07111463062799339,-1.0408340855860843e-17
beta,0.961236025126916,1.0000000000000002
calmar_ratio,2.6027687056585886,1.8839151974507273
excess_kurtosis,-0.11001468100986989,0.47344285360183536
historical_var_95,0.049667927643039615,0.03871605406981406
modigliani_modigliani,0.12591047009980455,0.09667145111432593
r_squared,0.4380209406425453,0.9999999999999998
skewness,-0.3625825181582051,-0.6122072781396147
treynor_ratio,0.1322325121865609,0.05827662352811902
