portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
TO-BE TIME Nasdaq Active,1,2026-07-31,2026-07-31,,-0.12273108781972897,2
TO-BE TIME Nasdaq Active,2,2025-02-28,2025-04-30,2025-06-30,-0.06305724034809801,5
TO-BE TIME Nasdaq Active,3,2022-11-30,2022-12-31,2023-03-31,-0.057126700727296864,5
TO-BE TIME Nasdaq Active,4,2022-09-30,2022-09-30,2022-10-31,-0.040861727547008786,2
TO-BE TIME Nasdaq Active,5,2026-03-31,2026-03-31,2026-04-30,-0.040646701920327155,2
TO-BE TIME Nasdaq Active,6,2023-09-30,2023-10-31,2023-11-30,-0.034657940131659126,3
TO-BE TIME Nasdaq Active,7,2024-07-31,2024-08-31,2024-10-31,-0.027500301010037753,4
TO-BE QQQ Proxy,1,2026-07-31,2026-07-31,,-0.0930450421507738,2
TO-BE QQQ Proxy,2,2022-12-31,2022-12-31,2023-03-31,-0.05628688814327021,4
TO-BE QQQ Proxy,3,2025-03-31,2025-04-30,2025-06-30,-0.04399382487909964,4
TO-BE QQQ Proxy,4,2022-09-30,2022-09-30,2022-10-31,-0.040215316365946,2
TO-BE QQQ Proxy,5,2023-09-30,2023-10-31,2023-11-30,-0.028126619655327145,3
TO-BE QQQ Proxy,6,2026-03-31,2026-03-31,2026-04-30,-0.023005571001336822,2
TO-BE QQQ Proxy,7,2023-05-31,2023-05-31,2023-06-30,-0.020033416643282065,2
TO-BE QQQ Proxy,8,2024-07-31,2024-08-31,2024-09-30,-0.015590355027163438,3
TO-BE QLD Proxy,1,2026-07-31,2026-07-31,,-0.11218378533307549,2
TO-BE QLD Proxy,2,2022-08-31,2022-09-30,2023-03-31,-0.08925344400027668,8
TO-BE QLD Proxy,3,2025-02-28,2025-04-30,2025-06-30,-0.07359638960298209,5
TO-BE QLD Proxy,4,2023-09-30,2023-10-31,2023-11-30,-0.051734686822556,3
TO-BE QLD Proxy,5,2026-02-28,2026-03-31,2026-04-30,-0.04095594596739094,3
TO-BE QLD Proxy,6,2024-07-31,2024-08-31,2024-09-30,-0.023381466774673565,3
TO-BE QLD Proxy,7,2024-04-30,2024-04-30,2024-05-31,-0.00460141868251962,2
TO-BE PTF Proxy,1,2026-07-31,2026-07-31,,-0.1520165393705415,2
TO-BE PTF Proxy,2,2025-02-28,2025-04-30,2025-06-30,-0.06601166718181828,5
TO-BE PTF Proxy,3,2022-12-31,2022-12-31,2023-03-31,-0.0561180889890428,4
TO-BE PTF Proxy,4,2023-09-30,2023-10-31,2023-12-31,-0.05504579554784117,4
TO-BE PTF Proxy,5,2022-08-31,2022-09-30,2022-10-31,-0.04757004046727209,3
TO-BE PTF Proxy,6,2026-03-31,2026-03-31,2026-04-30,-0.02730539538734722,2
TO-BE PTF Proxy,7,2024-07-31,2024-07-31,2024-09-30,-0.015270266554048062,3
TO-BE PTF Proxy,8,2023-05-31,2023-05-31,2023-06-30,-0.002449351235761399,2
benchmark,1,2022-11-30,2022-12-31,2023-04-30,-0.11816850030774517,6
benchmark,2,2025-02-28,2025-04-30,2025-07-31,-0.08727158028708815,6
benchmark,3,2026-07-31,2026-07-31,,-0.0823418340649481,2
benchmark,4,2023-09-30,2023-10-31,2023-12-31,-0.05163032616170671,4
benchmark,5,2022-08-31,2022-09-30,2022-10-31,-0.03872331225160741,3
benchmark,6,2025-12-31,2026-03-31,2026-04-30,-0.01548372143660981,5
benchmark,7,2024-04-30,2024-04-30,2024-05-31,-0.01496603628179638,2
benchmark,8,2023-05-31,2023-05-31,2023-06-30,-0.00862243968723464,2
benchmark,9,2024-07-31,2024-08-31,2024-09-30,-0.004621226634255127,3
benchmark,10,2023-07-31,2023-07-31,2023-08-31,-0.0025010628457038386,2
