portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
TO-BE TIME Nasdaq Active,10000.0,31572.461526116662,0.31064278008718826,0.28689950619568455,0.166252842961247,0.5000420875840221,-0.04255253305596407,-0.12273108781972897,1.494739423297581,2.9716824599040663
TO-BE QQQ Proxy,10000.0,26468.35637740064,0.2573760106400713,0.23947912512236622,0.1300877904591157,0.38870493532693806,-0.025213710650127674,-0.0930450421507738,1.5457584207286275,2.82002890097753
TO-BE QLD Proxy,10000.0,31034.811108843085,0.30535669669357257,0.2853167071125246,0.18061835049157882,0.450087647533175,-0.07933628551860827,-0.11218378533307549,1.367091875516991,2.492067267423799
TO-BE PTF Proxy,10000.0,27166.821637076246,0.26510561665076593,0.2515414401799894,0.16929004902785166,0.44696615414632457,-0.0050672703343516146,-0.1520165393705415,1.2590616744325922,2.1992177347756035
benchmark,10000.0,21945.129913265187,0.2031363834500184,0.19629257215544366,0.14224234907844274,0.4341168324371112,-0.04775857053586785,-0.11816850030774517,1.1100614239867517,1.8790309915881964
