date,asset_133690,asset_402970,asset_069500,asset_168580,asset_200250,asset_101280,asset_TLT,asset_385560,asset_GLD,optimized,provided,benchmark
2021-11-30,0.06091326031929034,0.007658772239896416,-0.03594799014192229,-0.0006405534381705991,-0.04249737670514164,0.003087015242137836,0.04828889519886115,0.06953548751960104,0.012980555320772247,0.0185389276193274,0.02073875921641402,0.011823728816373169
2021-12-31,0.01032328171692476,0.05881665107577172,0.06523272214386466,0.023363138159792296,0.01972602739726037,0.018529204334166938,-0.027861500974532105,-0.01545450175455465,0.019890186455156833,0.02428450600548184,0.014202287221505,0.04550110150265407
2022-01-31,-0.12817844909220566,-0.029044726670347853,-0.08929162528963919,-0.05236126769384941,0.009134873723804393,-0.03789500188845529,-0.016071980515684037,-0.05858945877987454,0.0005522230095484915,-0.031192153220772706,-0.03952341247372717,-0.038554975695545
2022-02-28,-0.024365386936290645,-0.009895359417652405,0.009753142510979806,-0.011004626569729004,-0.024760383386581486,-0.010403035854488318,-0.0261889392418867,-0.023027254103674455,0.06229761976885784,0.025898048786825528,-0.0011289059215893339,-0.037649204870386366
2022-03-31,0.10111880807081208,0.0557151062607697,0.013048564657887729,-0.06388879607043807,0.028938028938028992,-0.01130578512396696,-0.04109253690437231,-0.04520238885202388,0.02702531914348727,0.03813322862830805,0.005651997108574106,0.052241139893479005
2022-04-30,-0.08333229313594548,0.004787812840043593,-0.028573966599549916,-0.062323755131179714,-0.0018572565667285268,-0.025812491641032498,-0.05113955110072077,-0.09107083287001005,0.025895318889220587,-0.0031699635268983995,-0.03303886975169351,-0.04436190678966645
2022-05-31,-0.06394596729169222,0.0010829542993284758,-0.0019508031822477179,0.0011420305302829448,-0.04837852206273263,-0.007413509060955503,-0.04600369451886599,0.012371543919745598,-0.05584417826050314,-0.04107441871934167,-0.02704180102909088,-0.02180884585481735
2022-06-30,-0.048748199764332756,-0.04857204673301596,-0.12888250923861588,0.15430244495988443,-0.04469273743016755,-0.046611341632088465,0.023802751196394523,-0.08901678222383347,0.020781228138940122,-0.011742331107814849,-0.018682226356730443,-0.048492620205670356
2022-07-31,0.11934546566753323,0.03888573052870958,0.05129193983802538,-0.07184504397667757,0.0888888888888888,0.07079646017699126,0.03022904813286198,0.12275320023877434,-0.02025330650948476,0.025590766504347634,0.04381170058690233,0.09839730982564698
2022-08-31,-0.005232669344481744,0.02177957754186277,-0.004802241045821387,-0.01735519591141399,0.04779806659505903,0.00047419048909369543,-0.010813189939147705,-0.12470647309890559,0.00587025997631474,0.005711265975312636,-0.015272032391808143,-0.005911989153505992
