portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
optimized,1,2026-06-30,2026-07-31,,-0.10673493914585164,3
optimized,2,2022-04-30,2022-12-31,2023-02-28,-0.06235031647784417,11
optimized,3,2026-03-31,2026-03-31,2026-05-31,-0.03915117049857042,3
optimized,4,2022-01-31,2022-01-31,2022-03-31,-0.031192153220772845,3
optimized,5,2025-04-30,2025-06-30,2025-07-31,-0.015020089455932473,4
optimized,6,2023-09-30,2023-09-30,2023-11-30,-0.011907466376603226,3
optimized,7,2024-08-31,2024-08-31,2024-09-30,-0.008222290720496628,2
optimized,8,2023-05-31,2023-05-31,2023-08-31,-0.005738468502754279,4
provided,1,2022-01-31,2022-12-31,2024-01-31,-0.14294736907451377,25
provided,2,2026-06-30,2026-07-31,,-0.09652517363664936,3
provided,3,2026-03-31,2026-03-31,2026-05-31,-0.04801990122012445,3
provided,4,2025-04-30,2025-05-31,2025-07-31,-0.026219932274955005,4
provided,5,2024-08-31,2024-08-31,2024-09-30,-0.014445389015084409,2
benchmark,1,2022-01-31,2022-06-30,2023-04-30,-0.13403071474509098,16
benchmark,2,2025-02-28,2025-04-30,2025-07-31,-0.0872715880079884,6
benchmark,3,2026-07-31,2026-07-31,,-0.08234183406494822,2
benchmark,4,2023-09-30,2023-10-31,2023-12-31,-0.051630321285966896,4
benchmark,5,2025-12-31,2026-03-31,2026-04-30,-0.015483721436609477,5
benchmark,6,2024-04-30,2024-04-30,2024-05-31,-0.014966097781790366,2
benchmark,7,2023-05-31,2023-05-31,2023-06-30,-0.008622212685724273,2
benchmark,8,2024-07-31,2024-08-31,2024-09-30,-0.004621226634255016,3
benchmark,9,2023-07-31,2023-07-31,2023-08-31,-0.0025010605863751145,2
