asset,optimized,provided
QQQ,0.20348623557892595,0.35102446982980534
SPMO,0.3473327540701965,0.22211619706576316
277540,0.0,0.1409728282079236
GLD,0.39285492105287595,0.04418308867076418
XLE,0.0563260892980016,0.19457572521666291
144600,0.0,0.04712769100908085
