roll_period_years,Portfolio 1_average_pct,Portfolio 1_high_pct,Portfolio 1_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,12.994407405095576,39.708371331937876,-25.315887136003745,12.15402060871317,56.23114367343307,-43.424396002305556
3,11.538076966352824,28.055039434482822,-1.9030252391626257,10.708176676068751,25.968811980222274,-15.078064587738528
5,11.412024863349526,18.128543222109638,7.035268702495112,11.193146146389982,22.855653824984646,-1.2243151215664883
7,11.405328122356934,18.56839210184127,7.894128618360274,11.604940725117457,17.27327835573018,2.5836049991134313
