roll_period_years,optimized_average_pct,optimized_high_pct,optimized_low_pct,provided_average_pct,provided_high_pct,provided_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,19.312691963369634,46.918304056471904,-12.369220261498072,21.197884510083355,81.48979269608002,-19.493232858618793,15.762015462240939,56.2311610221079,-18.17536129512296
3,17.134772007293343,36.048837105221395,6.891211683876941,17.811635446946834,39.08344062666469,4.1266817327134,14.290086675297536,25.96882344331246,5.043486033580202
5,16.114413670098564,21.551282171085195,10.087737810147424,17.045589219597613,23.373786278248907,10.153617773155865,14.076002589547503,18.800134146774262,9.15079360907134
7,16.903512304940577,22.54739846684992,11.970129525972784,17.591123128186776,25.885657151262897,13.207777300539991,14.190154938811336,17.273275255058905,12.081057893022873
