year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,ytd,portfolio
2016,,,,,,,,-0.0064488765249171255,0.011173716019913241,-0.021315440639537435,-0.022739963221149767,0.011475704158280376,-0.028093867529202066,optimized
2017,0.031088013637142215,0.03564831633038403,-0.004732896513037403,0.021226077330518678,0.0151501620908519,-0.005868223117375578,0.02758690372101334,0.019543947105046113,-0.0012393353932743977,0.04057364175641049,0.017408652491189395,0.01433121862057159,0.23077258084698427,optimized
2018,0.06265184188388422,-0.016346291214626614,-0.023516329059637693,0.00848087067713139,0.027843669551708753,-0.007843421887674867,0.015324012661329885,0.024423115059732364,0.004054146084240312,-0.060022985274367724,0.0061800264376789486,-0.04781724108768811,-0.012749040174053872,optimized
2019,0.07332810018342871,0.02266525240305338,0.017312276828696214,0.015658384047054896,-0.029990439944223297,0.0666021810858972,0.008535728589581902,0.013762048752056586,-0.0048982209211980154,0.01631908693409207,0.009113576616060659,0.03132057803505692,0.2627141848285899,optimized
2020,0.028282060924766136,-0.05767543646557622,-0.06911476378893498,0.1178728864895238,0.052693893942189686,0.0336238232137658,0.07959784619937929,0.06013324023163389,-0.04151668636004835,-0.028443366572904402,0.055440440089554156,0.047433158896035305,0.29271009107377854,optimized
2021,-0.006599387506915307,-0.014847811568255341,0.008886444352001414,0.04744193549484137,0.01945616441930951,0.025224825528373802,0.019952458680201134,0.02801958996237155,-0.03916335716660994,0.05857309598828006,-0.011430495013486973,0.02499977917565669,0.168074046736288,optimized
2022,-0.04401601038433369,0.0022736349015147978,0.03403856942964706,-0.07516387318211394,-4.175915732105087e-07,-0.06780041427226335,0.059709496409818937,-0.03228255968559351,-0.0673421242248878,0.07150372442055374,0.05258834962341692,-0.02756419532028165,-0.1039791516989097,optimized
2023,0.04262225812144792,-0.03887753389479703,0.05414971337975965,0.016987901725380377,-0.011971618460056226,0.036670835504372015,0.02702667035019535,0.003018328679431306,-0.03064708611528288,0.006284056631171505,0.07397633148238,0.04425367581215088,0.24001782862773657,optimized
2024,0.023108345329462876,0.0629433266008263,0.05095960492919081,-0.024505631453825276,0.04987430197759973,0.045560612771728064,0.006174573493879775,0.02355755178914522,0.02700946428915502,0.012013107355482775,0.03441228350658843,-0.01436488542103163,0.3356266379004478,optimized
2025,0.04843097020185677,-0.0003767373213712892,-0.01778139632163464,0.022461632327017696,0.06962680164440829,0.04762768507798924,0.017114330900246232,0.02174567303025402,0.06506950161213652,0.02389138410179646,0.00815505747910065,0.003012020312671883,0.35160099691759594,optimized
2026,0.048136644272651796,0.02339261014592943,-0.06452301536356195,0.11190050614403967,0.07018090162005097,-0.007116560332466139,-0.05144840048375129,,,,,,0.12454189711800012,optimized
