asset,optimized,provided
QQQ,0.3158457082941063,0.17740692019976612
SPMO,0.5069285612440417,0.07480733937181909
GDX,0.0,0.09876063230003213
GLD,0.13759747789439047,0.0
SLV,0.0,0.08846943981570736
AIA,0.0,0.12852385369363986
XLE,0.039628252567461435,0.1289916891968189
PTF,0.0,0.12048095301401451
QLD,0.0,0.1825591724082021
