portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino,expected_return
optimized,1.0,5.078805559521023,0.1764572721797879,0.17205220406580088,0.131025177887019,0.35160096341288494,-0.10397943326580528,-0.18303243929467583,1.1333142718099862,2.0052772629849573,0.17205220406580085
provided,1.0,5.780387974496581,0.19177891852438944,0.19399941824017053,0.18726707714098528,0.44105084713975495,-0.1480059378511276,-0.24622290779257816,0.9101435278548918,1.5494749665938112,0.19399941824017058
benchmark,1.0,4.010312690790889,0.14899416623910855,0.1513778560710436,0.15332013387647825,0.31223852734890123,-0.18175348878785225,-0.23927178828328322,0.8336697395139241,1.3130080299013032,0.1513778560710436
