date,optimized_drawdown,provided_drawdown,benchmark_drawdown
2015-11-30,0.0,0.0,0.0
2015-12-31,-0.017664523616755967,-0.02952169500314794,-0.017282432348017518
2016-01-31,-0.03386109247924607,-0.070269464298085,-0.06620852266838262
2016-02-29,-0.0005603253882769943,-0.042112791530426685,-0.06697985106321347
2016-03-31,0.0,0.0,-0.004219491741612513
2016-04-30,0.0,0.0,-0.00029488632219520916
2016-05-31,-0.01141787632096447,-0.007285540335477569,0.0
2016-06-30,0.0,0.0,0.0
2016-07-31,0.0,0.0,0.0
2016-08-31,-0.010047740148450002,-0.01485089576472487,0.0
2016-09-30,0.0,0.0,0.0
2016-10-31,-0.02237513904172761,-0.029106836493204113,-0.01733710904365915
2016-11-30,-0.04825515872273245,-0.039756096301162724,0.0
2016-12-31,-0.03720021647928817,-0.03627479251165344,0.0
2017-01-31,-0.005425116341378544,0.0,0.0
2017-02-28,0.0,0.0,0.0
2017-03-31,-0.0053608306193885236,0.0,0.0
2017-04-30,0.0,0.0,0.0
2017-05-31,0.0,0.0,0.0
2017-06-30,-0.005644037573143246,-0.011317250696667003,0.0
2017-07-31,0.0,0.0,0.0
2017-08-31,0.0,0.0,0.0
2017-09-30,-0.0031754371810081006,0.0,0.0
2017-10-31,0.0,0.0,0.0
2017-11-30,0.0,0.0,0.0
2017-12-31,0.0,0.0,0.0
2018-01-31,0.0,0.0,0.0
2018-02-28,-0.0172263526905716,-0.0474189638568796,-0.03636017800193292
2018-03-31,-0.03942254198965467,-0.059119326181855114,-0.06277413577040403
2018-04-30,-0.03166979889534327,-0.043452250572473705,-0.057930473197206345
2018-05-31,-0.00572182291022183,-0.014726902611618797,-0.03502975690435706
2018-06-30,-0.013861127398663076,-0.018859819218391305,-0.029480067267096954
2018-07-31,0.0,-0.008304639739509567,0.0
2018-08-31,0.0,-0.00697555307646236,0.0
2018-09-30,0.0,-0.0035247958783767297,0.0
2018-10-31,-0.05787148212577753,-0.08248729909952035,-0.06910401083779893
2018-11-30,-0.051543736206732804,-0.07707107287180925,-0.05183669793659973
2018-12-31,-0.09301702290427094,-0.11929580213627211,-0.1353211759030819
2019-01-31,-0.026895832410617437,-0.042024701583644575,-0.06609010797079362
2019-02-28,-0.005614194665483185,-0.02822324872699533,-0.03581646841707631
2019-03-31,0.0,-0.007960218551691711,-0.01836426472301378
2019-04-30,0.0,0.0,0.0
2019-05-31,-0.026841773414008507,-0.06587367026027058,-0.06377137134107569
2019-06-30,0.0,0.0,0.0
2019-07-31,0.0,0.0,0.0
2019-08-31,0.0,-0.002825227384793849,-0.016743119735210144
2019-09-30,-0.0074177737553168255,-0.005251266113484698,0.0
2019-10-31,0.0,0.0,0.0
2019-11-30,0.0,0.0,0.0
2019-12-31,0.0,0.0,0.0
2020-01-31,0.0,-0.010229964049860985,-0.00040390999017214657
2020-02-29,-0.05791702984703573,-0.08276295348354867,-0.07953770977730545
2020-03-31,-0.12210815326547808,-0.20415332632363825,-0.19447678313310157
2020-04-30,-0.015845294147776467,-0.06542918796832431,-0.0921886325186757
2020-05-31,0.0,-0.007784062242508494,-0.048935728902022246
2020-06-30,0.0,0.0,-0.03206928819471888
2020-07-31,0.0,0.0,0.0
2020-08-31,0.0,0.0,0.0
2020-09-30,-0.040695918013707644,-0.07227508032382102,-0.037443651948556145
2020-10-31,-0.06827334369493132,-0.09099174751213868,-0.06144355556263903
2020-11-30,-0.0215759623541244,-0.002029170326337204,0.0
2020-12-31,0.0,0.0,0.0
2021-01-31,-0.007735687097721322,0.0,-0.01019036388066119
