portfolio,market_type,portfolio_return,benchmark_return,active_return,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return,below_active_return
provided,up,0.03494952434828723,0.03379973863852132,0.0011497857097659066,91,46,45,91,50.54945054945055,0.019556710528705775,-0.017666181882928178
provided,down,-0.0337086011952212,-0.039234765029204116,0.005526163833982924,38,20,18,38,52.63157894736842,0.02132135001048359,-0.012024043028795596
optimized,up,0.029102550948822272,0.03379973863852132,-0.0046971876896990524,91,38,53,91,41.75824175824176,0.0110740655658258,-0.01600487870309423
optimized,down,-0.021974759721680188,-0.039234765029204116,0.017260005307523932,38,31,7,38,81.57894736842105,0.022840144980888405,-0.007452041817375875
