series,SPMO,426030,QQQ,QLD,PTF,277540,132030,144600,XLE
SPMO,1.0,0.7320126829882442,0.7724429297306112,0.6910282864942061,0.7523021013573887,0.3707993972693972,-0.3005978599126959,-0.14512706077350745,0.23518766163633237
426030,0.7320126829882442,1.0,0.8743664267119534,0.8586729333109349,0.8770020636628503,0.5735968161906077,-0.06043360165045614,0.034035460124248025,-0.04693808340600317
QQQ,0.7724429297306112,0.8743664267119534,1.0,0.956286562675141,0.8713286506951855,0.4866184111410495,-0.16283061899494355,-0.08546060279335964,0.07396430607733155
QLD,0.6910282864942061,0.8586729333109349,0.956286562675141,1.0,0.8385812046824535,0.5269169243207373,-0.04502623676717461,0.012782242455137387,0.014290312483432053
PTF,0.7523021013573887,0.8770020636628503,0.8713286506951855,0.8385812046824535,1.0,0.5338074773141589,-0.13409911208457065,-0.07231104395327848,0.10938858500170724
277540,0.3707993972693972,0.5735968161906077,0.4866184111410495,0.5269169243207373,0.5338074773141589,1.0,0.33158880683630765,0.3021535249677478,-0.14806586136583672
132030,-0.3005978599126959,-0.06043360165045614,-0.16283061899494355,-0.04502623676717461,-0.13409911208457065,0.33158880683630765,1.0,0.7875445795077173,-0.07461916485961355
144600,-0.14512706077350745,0.034035460124248025,-0.08546060279335964,0.012782242455137387,-0.07231104395327848,0.3021535249677478,0.7875445795077173,1.0,0.014240870562814643
XLE,0.23518766163633237,-0.04693808340600317,0.07396430607733155,0.014290312483432053,0.10938858500170724,-0.14806586136583672,-0.07461916485961355,0.014240870562814643,1.0
