metric,TO-BE TIME Nasdaq Active,TO-BE QQQ Proxy,TO-BE QLD Proxy,TO-BE PTF Proxy,benchmark
alpha,0.10275916762718493,0.08001187382932766,0.0749434182462761,0.05964312228549126,-6.245004513516506e-17
beta,0.9233574538020952,0.7677475226873672,1.0888052367728434,0.9722860136953189,1.0000000000000004
calmar_ratio,3.2232625135031405,3.419608037061304,3.3371547563805346,2.1873824134247313,2.602768935925052
excess_kurtosis,1.4638848713709405,0.890386946513464,0.3801987712153907,2.363055818278554,0.5766294751925343
historical_var_95,0.04571840696921983,0.046790924797153174,0.07793618502770455,0.05132448128855806,0.04490903700906307
modigliani_modigliani,0.2510100744162116,0.2582671364584307,0.2328531873657977,0.2174867177921363,0.19629257215544366
r_squared,0.6241074824752433,0.7047281261297129,0.7352490809563766,0.667395151442996,1.0
skewness,-0.056860777145408284,-0.5282172336147293,-0.3592481902239099,-0.5453619844977413,-0.5777857619606795
treynor_ratio,0.2691316105005853,0.26191461593037585,0.2267824135914152,0.21922213175080743,0.1578977445692367
