asset,TO-BE TIME Nasdaq Active_risk_contribution_pct,TO-BE QQQ Proxy_risk_contribution_pct,TO-BE QLD Proxy_risk_contribution_pct,TO-BE PTF Proxy_risk_contribution_pct
SPMO,19.620051731617632,24.98624012226794,17.615285629230925,19.527197359409918
426030,53.02601609466819,0.0,0.0,0.0
QQQ,0.0,35.86822728733693,0.0,0.0
QLD,0.0,0.0,58.08249480507438,0.0
PTF,0.0,0.0,0.0,53.85702512116512
277540,14.926110852909341,18.46110236224923,13.09698754141381,14.088552327333623
132030,3.526377358105391,5.184997795966188,3.054402898446753,2.648525925518714
144600,3.929268742908142,5.379895060887245,3.206807031701666,2.9999094060129137
XLE,4.972175219791305,10.119537371292472,4.944022094132467,6.8787898605597
