portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct
TO-BE TIME Nasdaq Active,10000.0,31572.461526116662,0.28689950619568455,0.5000420875840221,-0.04255253305596407,1.494739423297581,2.9716824599040663,31.064278008718826,16.6252842961247,-12.273108781972898
TO-BE QQQ Proxy,10000.0,26468.35637740064,0.23947912512236622,0.38870493532693806,-0.025213710650127674,1.5457584207286275,2.82002890097753,25.73760106400713,13.00877904591157,-9.30450421507738
TO-BE QLD Proxy,10000.0,31034.811108843085,0.2853167071125246,0.450087647533175,-0.07933628551860827,1.367091875516991,2.492067267423799,30.535669669357258,18.06183504915788,-11.218378533307549
TO-BE PTF Proxy,10000.0,27166.821637076246,0.2515414401799894,0.44696615414632457,-0.0050672703343516146,1.2590616744325922,2.1992177347756035,26.510561665076594,16.929004902785167,-15.20165393705415
benchmark,10000.0,21945.129913265187,0.19629257215544366,0.4341168324371112,-0.04775857053586785,1.1100614239867517,1.8790309915881964,20.313638345001838,14.224234907844274,-11.816850030774518
