year,TO-BE TIME Nasdaq Active_return_pct,TO-BE QQQ Proxy_return_pct,TO-BE QLD Proxy_return_pct,TO-BE PTF Proxy_return_pct,benchmark_return_pct
2022,-4.255253305596407,-2.5213710650127674,-7.933628551860828,-0.5067270334351615,-4.775857053586785
2023,27.844863354717496,23.410899423549502,38.13643475609987,18.860187012386763,27.935864959075694
2024,50.004208758402214,38.87049353269381,45.0087647533175,44.696615414632454,43.41168324371112
2025,35.23241120808236,32.08294971473653,35.801142265215624,27.21392061139669,15.354070455012604
2026,27.152811906894293,19.95194816078085,23.92021568527669,24.800318676355527,8.88832490115481
