portfolio,date,portfolio_return,benchmark_return,active_return,cumulative_active_return,annual_active_return,rolling_active_return,rolling_tracking_error_pct
TO-BE TIME Nasdaq Active,2022-06-30,-0.05793244409000095,-0.04849238329838734,-0.009440060791613608,-0.009440060791613636,0.00520603747990378,,
TO-BE TIME Nasdaq Active,2022-07-31,0.05690011043330633,0.09839712235259324,-0.041497011919286904,-0.04946192420471285,0.00520603747990378,,
TO-BE TIME Nasdaq Active,2022-08-31,0.007818058226087115,-0.005911827182006557,0.013729885408093672,-0.03549906095036781,0.00520603747990378,,
TO-BE TIME Nasdaq Active,2022-09-30,-0.04086172754700882,-0.033006614470211915,-0.007855113076796906,-0.04220961370948273,0.00520603747990378,,
TO-BE TIME Nasdaq Active,2022-10-31,0.05507241809548204,0.0748340067999913,-0.019761588704509267,-0.0643879205397826,0.00520603747990378,,
TO-BE TIME Nasdaq Active,2022-11-30,-0.006900613457640097,-0.01589752281902579,0.008996909361385693,-0.0542283358436888,0.00520603747990378,,
TO-BE TIME Nasdaq Active,2022-12-31,-0.050575086391430844,-0.10392309729946136,0.05334801090803052,0.00520603747990378,0.00520603747990378,,
TO-BE TIME Nasdaq Active,2023-01-31,0.04051913235174448,0.03863156217143948,0.0018875701803049982,0.007214404128287666,-0.0009100160435819848,,
TO-BE TIME Nasdaq Active,2023-02-28,0.008924594703439256,0.043607924411480425,-0.034683329708041166,-0.027023994572937138,-0.0009100160435819848,,
TO-BE TIME Nasdaq Active,2023-03-31,0.04868308375461733,0.019889530620277318,0.02879355313434001,0.0013798747570685777,-0.0009100160435819848,,
TO-BE TIME Nasdaq Active,2023-04-30,0.024868141523097593,0.049584855926665616,-0.024716714403568023,-0.024604764106546106,-0.0009100160435819848,,
TO-BE TIME Nasdaq Active,2023-05-31,0.005007201783238378,-0.00862243968723464,0.013629641470473018,-0.009668793672137133,-0.0009100160435819848,,
TO-BE TIME Nasdaq Active,2023-06-30,0.0297326640476669,0.06587136771578428,-0.036138703668117375,-0.04954105857998248,-0.0009100160435819848,,
TO-BE TIME Nasdaq Active,2023-07-31,0.022162817542447588,-0.0025010628457037276,0.024663880388151316,-0.021843706501496696,-0.0009100160435819848,,
TO-BE TIME Nasdaq Active,2023-08-31,0.01643813380083701,0.019705150780807923,-0.0032670169799709145,-0.02600751080156205,-0.0009100160435819848,,
TO-BE TIME Nasdaq Active,2023-09-30,-0.017764694180332337,-0.03074396502196819,0.012979270841635852,-0.01013211565652683,-0.0009100160435819848,,
TO-BE TIME Nasdaq Active,2023-10-31,-0.017198776964374694,-0.021548858491463374,0.00435008152708868,-0.004950787637751031,-0.0009100160435819848,,
