metric,Sample Portfolio,Portfolio 2,Portfolio 3,benchmark
alpha,0.00781144599952727,0.06464766588308116,0.052296773643408075,2.0816681711721685e-17
beta,0.6682737765026209,0.8466486567027062,0.894511978285975,0.9999999999999998
calmar_ratio,3.0556373772209353,3.9165437199099564,3.1649245201469838,2.7599350925383797
excess_kurtosis,-0.27543224787047516,0.0733828864579551,-0.055772970932889354,0.18862482866270547
historical_var_95,0.05480862282251734,0.07730292186291396,0.07925835267284875,0.07933077279089507
modigliani_modigliani,0.15831349230461347,0.1985774748497843,0.19647616697599424,0.15921057496986019
r_squared,0.8332252451661455,0.6751550346351199,0.7888667579309728,0.9999999999999998
skewness,-0.4260610811381696,-0.29463132610716547,-0.4299984244952745,-0.34186447918642116
treynor_ratio,0.14228261837330025,0.20706552588904867,0.1891954250318907,0.13077432496986022
