asset,optimized,provided
QQQ,0.1528141119271174,0.177406849998647
SPMO,0.49047428635061113,0.07480728349330404
GDX,0.0,0.09876061573198068
GLD,0.10936042002911332,0.0
SLV,0.0,0.08846943587646444
AIA,0.0,0.1285238882914624
XLE,0.013249594658597678,0.12899171236799795
PTF,0.0,0.120480964596955
QLD,0.23410158703456052,0.18255924964318845
