portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino,expected_return
optimized,1.0,5.818547782808788,0.19256335574370653,0.1884558418616049,0.14999999650839238,0.3703439377579354,-0.15474497275733134,-0.22665957232576472,1.099038971326785,1.9371785256774683,0.18845584186160488
provided,1.0,5.780388714555576,0.19177893378264987,0.19399943188284513,0.18726708180707097,0.4410508749119355,-0.1480060132189518,-0.24622288365414247,0.909927309373019,1.5490337556659557,0.19399943188284513
benchmark,1.0,4.010314014261338,0.14899420415783737,0.15137787993040852,0.1533200721553879,0.3122382543506026,-0.18175368123865754,-0.23927184023145642,0.8334060774567552,1.312523871116795,0.15137787993040852
