date,optimized_balance,provided_balance,benchmark_balance
2017-09-30,1.0124018615764896,1.033580347457775,1.0404880845815436
2017-10-31,1.0186384235057129,1.0488002623044266,1.044104536467804
2017-11-30,0.9943842886884326,1.0285693336453896,1.035035029263067
2017-12-31,1.00247470642212,1.042461915002573,1.0367598504812132
2018-01-31,1.0566977280081618,1.1045939762665422,1.0983141423685883
2018-02-28,1.0412515454109994,1.0661996189806704,1.0651385095757397
2018-03-31,1.0094665940423442,1.0366546076785326,1.0192523732726175
2018-04-30,1.0201547213136897,1.0578213313380755,1.0317070522698892
2018-05-31,1.0468461855418405,1.0910269210853463,1.067162573073007
2018-06-30,1.0700884640528,1.118343581423617,1.1136400634066057
2018-07-31,1.0688807796687991,1.1280844411820172,1.1463006495406172
2018-08-31,1.0835093025224956,1.1423766616398123,1.1863470765906474
2018-09-30,1.0824079185415891,1.1436657375348422,1.1900411953709888
2018-10-31,1.065086377092182,1.0819708654082005,1.133091419337785
2018-11-30,1.0526156957654749,1.0750837768152488,1.1331311504018553
2018-12-31,1.0251111365032937,1.0132830580938443,1.0326945998023096
2019-01-31,1.0830049832360207,1.0905293853332219,1.1080839291866456
2019-02-28,1.105927106339018,1.117403264126796,1.1502958216022745
2019-03-31,1.1339204808355632,1.152558295296189,1.191302521048849
2019-04-30,1.1744900310898916,1.203850004695678,1.271605325932957
2019-05-31,1.1757710229708844,1.156119021370414,1.2162220419967718
2019-06-30,1.2244247740557688,1.2078862088984277,1.2648736569424017
2019-07-31,1.2649179595640234,1.245593085868391,1.3182228068635764
2019-08-31,1.3249904260835632,1.2551142296933935,1.3189321444952822
2019-09-30,1.3015195343502095,1.257917148005818,1.334392650721094
2019-10-31,1.2872884530353907,1.2459319277943415,1.3248390464034
2019-11-30,1.3002562549373813,1.2729390024575267,1.3884977121101385
2019-12-31,1.3215071794982667,1.3090271328264893,1.4037607709944564
2020-01-31,1.3931755779302253,1.3292528784900317,1.4405325142096277
2020-02-29,1.3554884347104248,1.2678008104423217,1.3535218831848068
2020-03-31,1.2843838243149355,1.120945080340968,1.1897370360024586
2020-04-30,1.4343613476546584,1.2827935890441045,1.3367364577505503
2020-05-31,1.511897335942373,1.352950074358035,1.429312532794844
2020-06-30,1.5061865743945837,1.3563642270489427,1.408141374263841
2020-07-31,1.6213516564118446,1.444063255479823,1.4800835229617761
2020-08-31,1.6842035363549819,1.5198678676992532,1.5800337912584228
2020-09-30,1.5858511665406878,1.4078434652376242,1.4910701177609555
2020-10-31,1.5037407429285379,1.347232677190648,1.4110922876035825
2020-11-30,1.5167884173735375,1.446676098206253,1.5296934042695167
