portfolio,rank,date,month_since_bottom,recovery_progress_pct,drawdown,maximum_drawdown,recovered
optimized,1,2026-07-31,0,0.0,-0.11221150766948373,-0.11221150766948373,False
optimized,1,2026-08-31,1,27.182132350526068,-0.08171002714224396,-0.11221150766948373,False
optimized,2,2020-10-31,0,0.0,-0.10715022830138954,-0.10715022830138954,True
optimized,2,2020-11-30,1,7.2301188501316975,-0.09940313944701162,-0.10715022830138954,True
optimized,2,2020-12-31,2,39.6737645731636,-0.06463969898548894,-0.10715022830138954,True
optimized,2,2021-01-31,3,46.110399814893825,-0.05774282962904731,-0.10715022830138954,True
optimized,2,2021-02-28,4,32.82802405920416,-0.0719749255751172,-0.10715022830138954,True
optimized,2,2021-03-31,5,45.79572520352881,-0.05808000419353143,-0.10715022830138954,True
optimized,2,2021-04-30,6,66.22834041826061,-0.03618641034300185,-0.10715022830138954,True
optimized,2,2021-05-31,7,100.0,0.0,-0.10715022830138954,True
optimized,3,2020-03-31,0,0.0,-0.07808904730939692,-0.07808904730939692,True
optimized,3,2020-04-30,1,100.0,0.0,-0.07808904730939692,True
optimized,4,2022-12-31,0,0.0,-0.06214069366498598,-0.06214069366498598,True
optimized,4,2023-01-31,1,19.502409640853603,-0.05002176103277245,-0.06214069366498598,True
optimized,4,2023-02-28,2,56.64213092196626,-0.02694288060344663,-0.06214069366498598,True
optimized,4,2023-03-31,3,100.0,0.0,-0.06214069366498598,True
optimized,5,2022-06-30,0,0.0,-0.060266583711474864,-0.060266583711474864,True
optimized,5,2022-07-31,1,64.03705586644735,-0.02167363783135845,-0.060266583711474864,True
optimized,5,2022-08-31,2,71.90806732813026,-0.01693004811986354,-0.060266583711474864,True
optimized,5,2022-09-30,3,79.23429128641938,-0.012514783225151094,-0.060266583711474864,True
optimized,5,2022-10-31,4,100.0,0.0,-0.060266583711474864,True
optimized,6,2018-12-31,0,0.0,-0.05389724470592572,-0.05389724470592572,True
optimized,6,2019-01-31,1,99.13641245804004,-0.00046544989074004395,-0.05389724470592572,True
optimized,6,2019-02-28,2,100.0,0.0,-0.05389724470592572,True
optimized,7,2018-03-31,0,0.0,-0.04469692014465343,-0.04469692014465343,True
optimized,7,2018-04-30,1,22.629410674494252,-0.034582270526269054,-0.04469692014465343,True
optimized,7,2018-05-31,2,79.1418464069672,-0.009322952255127026,-0.04469692014465343,True
optimized,7,2018-06-30,3,100.0,0.0,-0.04469692014465343,True
optimized,8,2019-10-31,0,0.0,-0.028454524882578047,-0.028454524882578047,True
optimized,8,2019-11-30,1,34.395552416902305,-0.018667433861610405,-0.028454524882578047,True
optimized,8,2019-12-31,2,90.76110265941256,-0.0026288843426532926,-0.028454524882578047,True
optimized,8,2020-01-31,3,100.0,0.0,-0.028454524882578047,True
optimized,9,2023-05-31,0,0.0,-0.028246404481924614,-0.028246404481924614,True
