point,ex_ante_sharpe,ex_post_sharpe,cagr_pct,monthly_gain_to_pain_ratio,pain_ratio,expected_return_pct,volatility_pct,maximum_drawdown_pct,mdd_depth_pct,tuw_pct,pain_area_pct_months,pain_index_pct,max_underwater_months,observations,delta_cagr_pct,delta_sharpe,delta_monthly_gain_to_pain_ratio,delta_pain_ratio,delta_mdd_depth_pct,delta_tuw_pct,delta_pain_index_pct,mdd_cost_per_0_10_sharpe,tuw_cost_per_0_10_sharpe,pain_cost_per_0_10_sharpe,segment
1,1.238116171533087,1.238116171533087,17.645343353583453,2.2900812743902446,10.060001553193416,16.90520968222726,10.55290870438114,-9.236303492308151,9.236303492308151,51.85185185185185,148.2139874802176,1.372351735927941,12,108,,,,,,,,,,,gmv_to_max_sharpe
2,1.2436536640604956,1.2436536640604956,17.71388873030517,2.297599779402255,10.187652316144202,16.96444553310291,10.553551325237583,-9.284460587499755,9.284460587499755,50.92592592592593,147.0835280241531,1.3618845187421584,12,108,0.06854537672171901,0.0055374925274085385,0.007518505012010568,0.12765076295078615,0.048157095191603716,-0.9259259259259167,-0.010467217185782474,0.8696552627970858,-16.721032513234576,-0.18902449319748285,gmv_to_max_sharpe
3,1.24903840782368,1.2490384078236805,17.782315046663232,2.30511497467137,10.314812729572257,17.023681383978552,10.555478953069157,-9.332678316213505,9.332678316213505,50.0,145.9867402916039,1.3517290767741101,11,108,0.06842631635806029,0.005384743763184874,0.007515195269114816,0.1271604134280544,0.04821772871374996,-0.9259259259259309,-0.010155441968048295,0.8954507555849044,-17.19535722862847,-0.1885965686516109,gmv_to_max_sharpe
4,1.25426860409253,1.2542686040925295,17.850622056030517,2.3126268623825976,10.43734430580484,17.082917234854197,10.558690884091131,-9.380956678449415,9.380956678449415,49.074074074074076,144.9796997957304,1.3424046277382444,11,108,0.06830700936728462,0.005230196268849019,0.007511887711227683,0.12253157623258382,0.04827836223591042,-0.9259259259259238,-0.009324449035865712,0.9230697999510213,-17.703464235954712,-0.1782810540285459,gmv_to_max_sharpe
5,1.2593426258102591,1.259342625810259,17.918809511841506,2.320135444719021,10.552289807573256,17.14215308572985,10.563185946755544,-9.429295674207472,9.429295674207472,49.074074074074076,144.09832529964774,1.3342437527745161,11,108,0.06818745581098895,0.005074021717729416,0.007508582336423153,0.11494550176841578,0.04833899575805667,0.0,-0.008160874963728304,0.9526761698546294,0.0,-0.16083642163400577,gmv_to_max_sharpe
6,1.264259020038494,1.264259020038494,17.986877167592464,2.327640723861803,10.661069399476288,17.20138893660549,10.568962503884654,-9.477695303487653,9.477695303487653,49.074074074074076,143.31757339878203,1.327014568507241,11,108,0.06806765575095852,0.004916394228235088,0.007505279142782317,0.10877959190303166,0.0483996292801816,0.0,-0.007229184267275146,0.9844537893690503,0.0,-0.1470424040805677,gmv_to_max_sharpe
7,1.2690165098659263,1.2690165098659265,18.054824776842327,2.3351427019901876,10.771005987192932,17.260624787481134,10.57601845564516,-9.526155566290006,9.526155566290006,49.074074074074076,142.53607692664977,1.3197784900615719,11,108,0.0679476092498632,0.004757489827432515,0.00750197812838449,0.1099365877166445,0.048460262802352716,0.0,-0.007236078445669092,1.0186099090096294,0.0,-0.15209866354195029,gmv_to_max_sharpe
8,1.2736139957756003,1.2736139957756,18.122652093213,2.3418901291182057,10.876594116423508,17.319860638356786,10.584351243350516,-9.574676462614528,9.574676462614528,48.148148148148145,141.82585758226386,1.3132023850209618,11,108,0.0678273163706713,0.004597485909673571,0.006747427128018124,0.10558812923057559,0.048520896324522056,-0.9259259259259309,-0.006576105040610125,1.0553789022480577,-20.13983172798181,-0.14303698085889383,gmv_to_max_sharpe
9,1.2780505564691471,1.2780505564691471,18.19035887038991,2.3476551726054797,10.96975222568907,17.379096489232428,10.593957854075384,-9.623257992461198,9.623257992461198,48.148148148148145,141.28802439507413,1.3082224481025382,11,108,0.06770677717691242,0.004436560693547031,0.005765043487274024,0.09315810926556267,0.04858152984667008,0.0,-0.0049799369184235776,1.0950268282665854,0.0,-0.11224769055153208,gmv_to_max_sharpe
10,1.2823254491495004,1.2823254491495004,18.2579448621226,2.3534092137629563,11.062936342942805,17.438332340108072,10.604834826062907,-9.67190015582997,9.67190015582997,49.074074074074076,140.7577390763494,1.303312398855087,11,108,0.0675859917326882,0.004274892680353304,0.005754041157476575,0.09318411725373466,0.04864216336877192,0.9259259259259309,-0.004910049247451198,1.1378569476684928,21.659629730152822,-0.11485783654913652,gmv_to_max_sharpe
